codeCIS;codeSubstance;dosage;referenceDosage
62072907;21562;2CH à 30CH et 4DH à 60DH (pommade à 1 %, 4 % ou 10 %);un comprimé
62072907;21562;2CH à 30CH et 4DH à 60DH;un comprimé
62072907;21562;2CH à 30CH et 4DH à 60DH;un comprimé
62072907;21562;2CH à 30CH et 4DH à 60DH;un comprimé
62073400;6379;453,70036 g;une boite de 454 g
62074559;420;50 mg;un comprimé
62074559;2202;500 mg;un comprimé
62075038;2229;100 mg;une capsule
62075255;17407;40 mg;un flacon
62076503;54201;40 mg;1 ml
62077046;44570;qs (sous une pression de 200 bar);1 ml
62077466;6960;2CH à 30CH et 4DH à 60DH;1 ml
62077466;6960;2CH à 30CH et 4DH à 60DH;1 ml
62078365;50540;4 mg;une gélule
62079225;265;1 mg (5 CH);un comprimé
62079225;332;1 mg (9 CH);un comprimé
62079225;8014;1 mg (9 CH);un comprimé
62079435;529;20 g;100 ml de solution pour perfusion
62079531;35415;150 mg;un comprimé
62079905;1807;20 microgrammes;un comprimé
62079905;27380;150 microgrammes;un comprimé
62080334;47372;50 mg;un flacon
62080626;382;75 microgrammes;un comprimé
62080626;68783;72,96 microgrammes;un comprimé
62080918;22804;50,34 mg;un comprimé
62080918;65817;40 mg;un comprimé
62081557;200;0,684 g;100 ml
62081557;15009;0,500 g;100 ml
62082004;941;125 mg;5 ml de suspension reconstituée
62082043;18207;2CH à 30CH et 4DH à 60DH;5 ml de suspension reconstituée
62082043;18207;2CH à 30CH et 4DH à 60DH;5 ml de suspension reconstituée
62082043;18207;2CH à 30CH et 4DH à 60DH (pommade à 1 %, 4 % ou 10 %);5 ml de suspension reconstituée
62082043;18207;2CH à 30CH et 4DH à 60DH;5 ml de suspension reconstituée
62082043;18207;2CH à 30CH et 4DH à 60DH;5 ml de suspension reconstituée
62082043;18207;2CH à 30CH et 4DH à 60DH;5 ml de suspension reconstituée
62082659;9801;20 mg;une ampoule de 10 ml
62082709;19486;2CH à 30CH et 4DH à 60DH;une ampoule de 10 ml
62082709;19486;2CH à 30CH et 4DH à 60DH;une ampoule de 10 ml
62082709;19486;2CH à 30CH et 4DH à 60DH (pommade à 4 %);une ampoule de 10 ml
62082709;19486;2CH à 30CH et 4DH à 60DH;une ampoule de 10 ml
62082709;19486;2CH à 30CH et 4DH à 60DH;une ampoule de 10 ml
62082709;19486;2CH à 30CH et 4DH à 60DH;une ampoule de 10 ml
62083608;6;1,57 g;500 ml
62083608;31;2,41 g;500 ml
62083608;477;0,38 g;500 ml
62083608;544;0,80 g;500 ml
62083608;550;1,19 g;500 ml
62083608;555;2,68 g;500 ml
62083608;563;2,14 g;500 ml
62083608;610;1,03 g;500 ml
62083608;629;1,45 g;500 ml
62083608;658;1,38 g;500 ml
62083608;674;0,54 g;500 ml
62083608;675;1,38 g;500 ml
62083608;1014;0,51 g;500 ml
62083608;1021;0,80 g;500 ml
62083608;1044;2,72 g;500 ml
62083608;1178;1,57 g;500 ml
62083608;1603;0,11 g;500 ml
62083608;2666;0,50 g;500 ml
62083608;3482;2,14 g;500 ml
62083608;3605;0,19 g;500 ml
62083608;7301;2,4 g;500 ml
62083608;12155;1,74 g;500 ml
62083608;93;1,49;500 ml
62083608;95;0,13 mg;500 ml
62083608;432;3,59 g;500 ml
62083608;474;2,36 mg;500 ml
62083608;511;4,98 mg;500 ml
62083608;529;250 g;500 ml
62083608;901;2,34 g;500 ml
62083608;1981;0,18 mg;500 ml
62083608;4546;2,21 mg;500 ml
62083608;8190;0,21 mg;500 ml
62083608;17150;275 g;500 ml
62083608;20879;1,43 g;500 ml
62083608;22155;0,72 mg;500 ml
62083608;40583;0,14 mg;500 ml
62083608;49484;1,21 mg;500 ml
62083608;96774;13,43 mg;500 ml
62084553;41629;1000 UI;un flacon
62086426;80352;2CH à 30CH et 4DH à 60DH;un flacon
62086426;80352;2CH à 30CH et 4DH à 60DH;un flacon
62086426;80352;2CH à 30CH et 4DH à 60DH (pommade à 4 %);un flacon
62086426;80352;2CH à 30CH et 4DH à 60DH;un flacon
62086426;80352;2CH à 30CH et 4DH à 60DH;un flacon
62086426;80352;2CH à 30CH et 4DH à 60DH;un flacon
62087670;86864;50 unités;une dose de 1 ml
62089244;75576;2CH à 30CH et 4DH à 60DH;une dose de 1 ml
62089244;75576;2CH à 30CH et 4DH à 60DH;une dose de 1 ml
62089244;75576;2CH à 30CH et 4DH à 60DH  (pommade à 4 %);une dose de 1 ml
62089244;75576;2CH à 30CH et 4DH à 60DH;une dose de 1 ml
62089244;75576;2CH à 30CH et 4DH à 60DH;une dose de 1 ml
62089244;75576;2CH à 30CH et 4DH à 60DH;une dose de 1 ml
62090079;905;3,75 g;un sachet
62090079;6206;52,5 g;un sachet
62090079;10394;0,08 g;un sachet
62090079;11;0,813 mg;un sachet
62090079;93;0,37 g;un sachet
62090079;901;0,73 mg;un sachet
62090079;4155;1,863 g;un sachet
62090524;62172;25 mg;un comprimé
62090595;47102;22 microgrammes;une seringue pré-remplie
62091099;69446;0,74 - 1,85 GBq à la date de calibration;un générateur
62091544;6431;10 mg;un comprimé
62092176;988;1 microgrammes;une capsule
62092895;28609;80 mg;un comprimé
62093424;54015;4 mg;une gélule
62093424;72906;4,90 mg;une gélule
62093602;3011;20 g;100 ml de solution injectable
62094280;19809;10 mg;un comprimé
62094280;50091;10,36 mg;un comprimé
62094362;91424;150 mg;un comprimé
62095667;11532;5 mg;un comprimé
62096096;25336;20,0 mg;une gélule
62096139;191;444 mg;un comprimé
62096139;63130;400 mg;un comprimé
62096228;24996;100 mg;une gélule
62096413;5248;1 g;un flacon
62096413;93286;200 mg;un flacon
62096580;4179;250 microgrammes;une dose mesurée
62098040;15313;4CH à 30CH et 8DH à 60DH;une dose mesurée
62098040;15313;4CH à 30CH et 8DH à 60DH;une dose mesurée
62098040;15313;4CH à 30CH et 8DH à 60DH (pommade à 4 %);une dose mesurée
62098040;15313;4CH à 30CH et 8DH à 60DH;une dose mesurée
62098040;15313;4CH à 30CH et 8DH à 60DH;une dose mesurée
62098040;15313;4CH à 30CH et 8DH à 60DH;une dose mesurée
62098492;3929;1 g;100 g de crème
62099847;38050;38 mg;1 ml de solution à diluer pour perfusion
62101141;191;443,2 mg;un comprimé
62101141;63130;400 mg;un comprimé
62102962;751;pas moins de 1000 UI;une dose de 0,5 mL après reconstitution
62103288;65664;2CH à 30CH et 4DH à 60DH (crème à 4 %);une dose de 0,5 mL après reconstitution
62103288;65664;2CH à 30CH et 4DH à 60DH;une dose de 0,5 mL après reconstitution
62103288;65664;2CH à 30CH et 4DH à 60DH (pommade à 4 %);une dose de 0,5 mL après reconstitution
62103288;65664;2CH à 30CH et 4DH à 60DH;une dose de 0,5 mL après reconstitution
62103288;65664;2CH à 30CH et 4DH à 60DH;une dose de 0,5 mL après reconstitution
62103459;23684;25 mg;1 mL de solution à diluer
62104543;1525;1,25 mg;une ampoule de 2 mL
62105830;55721;2,4 g;un sachet
62106380;45485;15,00 mg;un comprimé
62107482;90670;5,45 mg;un comprimé
62107482;96027;5 mg;un comprimé
62108292;24519;160 mg;une gélule
62109992;332;2CH à 30CH et 4DH à 60DH;une gélule
62109992;332;2CH à 30CH et 4DH à 60DH;une gélule
62110311;2202;300,00 mg;un comprimé
62110311;74765;25,00 mg;un comprimé
62110699;39422;20 mg;1 ml de solution
62111598;73403;3CH à 30CH et 5DH à 60DH (crème à 4 %);1 ml de solution
62111598;73403;3CH à 30CH et 5DH à 60DH;1 ml de solution
62111598;73403;3CH à 30CH et 5DH à 60DH;1 ml de solution
62111751;29521;2 mg;1 mL de solution
62111790;78924;25,551 mg;1 ml de solution
62111790;89971;20 mg;1 ml de solution
62112248;4773;20 mg;une gélule
62113058;6447;2CH à 30CH et 4DH à 60DH;une gélule
62113058;6447;2CH à 30CH et 4DH à 60DH;une gélule
62113058;6447;2CH à 30CH et 4DH à 60DH (pommade à 4 %);une gélule
62113058;6447;2CH à 30CH et 4DH à 60DH;une gélule
62113058;6447;2CH à 30CH et 4DH à 60DH;une gélule
62113058;6447;2CH à 30CH et 4DH à 60DH;une gélule
62113300;30925;1079,27 mg;un flacon de poudre
62113300;35232;1000 mg;un flacon de poudre
62113318;17723;10 mg;un comprimé
62113485;98429;20 g;100 ml de solution buvable
62113528;2165;10 mg;un comprimé
62114270;62595;12 500 UI anti-Xa;une seringue pré-remplie de 0,5 ml
62115707;6796;2CH à 30CH et 4DH à 60DH;une seringue pré-remplie de 0,5 ml
62115707;6796;2CH à 30CH et 4DH à 60DH;une seringue pré-remplie de 0,5 ml
62115707;6796;2CH à 30CH et 4DH à 60DH (pommade à 1 %, 4 % ou 10 %);une seringue pré-remplie de 0,5 ml
62115707;6796;2CH à 30CH et 4DH à 60DH;une seringue pré-remplie de 0,5 ml
62115707;6796;2CH à 30CH et 4DH à 60DH;une seringue pré-remplie de 0,5 ml
62115707;6796;2CH à 30CH et 4DH à 60DH;une seringue pré-remplie de 0,5 ml
62116606;24513;3800 UI AXa;une seringue pré-remplie
62118322;15734;80 mg;un comprimé
62119207;10803;400 mg;un comprimé
62119972;17883;14,2 mg;un comprimé
62119972;44103;12,5 mg;un comprimé
62120177;32743;1 mg;un comprimé
62121101;90604;4CH à 30CH et 8DH à 60DH;un comprimé
62121101;90604;4CH à 30CH et 8DH à 60DH;un comprimé
62121101;90604;4CH à 30CH et 8DH à 60DH (pommade à 4 %);un comprimé
62121101;90604;4CH à 30CH et 8DH à 60DH;un comprimé
62121101;90604;4CH à 30CH et 8DH à 60DH;un comprimé
62121101;90604;4CH à 30CH et 8DH à 60DH;un comprimé
62121489;6088;10 mg;une capsule molle
62121667;36746;10 mg;un comprimé
62121674;532;15 g;100 g
62121674;676;8 g;100 g
62121674;19236;2 g;100 g
62124275;66431;200 mg;une poche de 100 ml
62124478;4403;250 mg;un comprimé
62124478;31554;6,8 mEq;un comprimé
62124581;41455;10 mg;une gélule
62125473;3020;0,150 g;une ampoule
62125473;3127;0,350 g;une ampoule
62125733;23010;1 mg;1 ml de solution buvable
62126664;15734;80 mg;un comprimé
62126664;39727;5 mg;un comprimé
62126714;3011;10 g;100 ml  de solution pour perfusion
62127264;52118;100 microgrammes;un comprimé
62127307;24381;0,5 mg;un récipient unidose de 2 ml
62127360;977;0,025 g;un comprimé
62127360;1106;0,015 g;un comprimé
62128284;30646;25 mg;un comprimé
62128284;93236;36,9 mg;un comprimé
62128302;984;10 mg;un comprimé
62128430;73;5,0 mg;un comprimé
62128850;32925;1 g;100 g de crème
62128850;72481;0,88 g;100 g de crème
62128971;7987;2CH à 30CH et 4DH à 60DH;100 g de crème
62128971;7987;2CH à 30CH et 4DH à 60DH;100 g de crème
62128971;7987;2CH à 30CH et 4DH à 60DH (pommade à 4 %);100 g de crème
62128971;7987;2CH à 30CH et 4DH à 60DH;100 g de crème
62128971;7987;2CH à 30CH et 4DH à 60DH;100 g de crème
62128971;7987;2CH à 30CH et 4DH à 60DH;100 g de crème
62129151;13835;1 g;un flacon
62129781;24245;30 mg;un comprimé
62129870;842;20 mg;un comprimé
62129888;20256;84,9 mg;une gélule
62129888;26322;75 mg;une gélule
62130342;24075;25 mg;une seringue pré-remplie
62130958;17256;600 mg;un comprimé
62132197;7786;2CH à 30CH et 4DH à 60DH;un comprimé
62132197;7786;2CH à 30CH et 4DH à 60DH;un comprimé
62132197;7786;2CH à 30CH et 4DH à 60DH (pommade à 4 %);un comprimé
62132197;7786;2CH à 30CH et 4DH à 60DH;un comprimé
62132197;7786;2CH à 30CH et 4DH à 60DH;un comprimé
62132197;7786;2CH à 30CH et 4DH à 60DH;un comprimé
62132998;1257;16 mg;un comprimé
62133146;931;0,350 g;100 ml de solution pour application locale
62133146;97454;0,100 g;100 ml de solution pour application locale
62134458;10171;40 mg;un comprimé
62134839;67549;9,42 mg;un comprimé
62134839;73953;10 mg;un comprimé
62136562;4982;250 Ul;2 mL
62137397;25848;2CH à 30CH et 4DH à 60DH;2 mL
62137397;25848;2CH à 30CH et 4DH à 60DH;2 mL
62137397;25848;2CH à 30CH et 4DH à 60DH;2 mL
62137397;25848;2CH à 30CH et 4DH à 60DH;2 mL
62137575;59691;400 mg;un comprimé
62137714;26880;500 mg;un comprimé
62138346;6580;2CH à 30CH et 4DH à 60DH;un comprimé
62138346;6580;2CH à 30CH et 4DH à 60DH;un comprimé
62138346;6580;2CH à 30CH et 4DH à 60DH (pommade à 4 %);un comprimé
62138346;6580;2CH à 30CH et 4DH à 60DH;un comprimé
62138346;6580;2CH à 30CH et 4DH à 60DH;un comprimé
62138346;6580;2CH à 30CH et 4DH à 60DH;un comprimé
62138435;22022;2CH à 30CH et 4DH à 60DH;un comprimé
62138435;22022;2CH à 30CH et 4DH à 60DH;un comprimé
62138435;22022;2CH à 30CH et 4DH à 60DH (pommade à 4 %);un comprimé
62138435;22022;2CH à 30CH et 4DH à 60DH;un comprimé
62138435;22022;2CH à 30CH et 4DH à 60DH;un comprimé
62138435;22022;2CH à 30CH et 4DH à 60DH;un comprimé
62139010;532;15 g;100 g
62139010;676;8 g;100 g
62139010;19236;2 g;100 g
62139195;762;50 mg;un comprimé
62139409;532;3,9 g;un récipient unidose
62139989;22022;2CH à 30CH et 4DH à 60DH;un récipient unidose
62139989;22022;2CH à 30CH et 4DH à 60DH;un récipient unidose
62139989;22022;2CH à 30CH et 4DH à 60DH;un récipient unidose
62140055;2064;12,50 mg;un comprimé
62140055;96027;5 mg;un comprimé
62142469;94553;2,50 mg;un comprimé
62143724;15612;604,72 mg;1 mL de solution
62143724;83337;157,25 mg;1 mL de solution
62144356;1;2 mg;une gélule
62145376;64851;0,367 mg;un comprimé
62145376;66494;0,4 mg;un comprimé
62145725;73208;40 mg;un comprimé
62146161;52118;125 microgrammes;1 mL de solution
62147950;35166;20 mg;un comprimé
62148714;998;1 mg;un comprimé
62148867;1807;2,7 mg;un système de diffusion vaginal
62148867;36376;11,7 mg;un système de diffusion vaginal
62149015;2667;2 mg;1 mL de solution buvable
62150722;23156;1,25 mg;1 ml de solution
62151087;2345;7,5 mg;0,3 ml de solution injectable
62152730;24381;200 microgrammes;une gélule
62152762;48800;20 mg;une gélule
62153864;910;3 ml (3 DH);un flacon de 30 ml
62153864;2131;3 ml (2 DH);un flacon de 30 ml
62153864;3613;3 ml (4 DH);un flacon de 30 ml
62153864;4006;3 ml (2 DH);un flacon de 30 ml
62153864;6131;3 ml (2 DH);un flacon de 30 ml
62153864;8036;3 ml (8 DH);un flacon de 30 ml
62153864;8605;3 ml (3 DH);un flacon de 30 ml
62153864;23886;3 ml (1 DH);un flacon de 30 ml
62153864;30561;3 ml (3 DH);un flacon de 30 ml
62153864;91347;3 ml (2 DH);un flacon de 30 ml
62154603;53952;3CH à 30CH et 5DH à 60DH;un flacon de 30 ml
62154603;53952;3CH à 30CH et 5DH à 60DH;un flacon de 30 ml
62154603;53952;3CH à 30CH et 5DH à 60DH (pommade à 4 %);un flacon de 30 ml
62154603;53952;3CH à 30CH et 5DH à 60DH;un flacon de 30 ml
62154603;53952;3CH à 30CH et 5DH à 60DH;un flacon de 30 ml
62154603;53952;3CH à 30CH et 5DH à 60DH;un flacon de 30 ml
62154820;72488;2,2 mg;1 mL de solution
62154877;55485;1 mg;un comprimé
62155071;94037;45 mg;un dispositif
62156084;67108;5CH à 30CH et 10DH à 60DH;un dispositif
62156084;67108;5CH à 30CH et 10DH à 60DH;un dispositif
62156084;67108;5CH à 30CH et 10DH à 60DH (pommade à 4 %);un dispositif
62156084;67108;5CH à 30CH et 10DH à 60DH;un dispositif
62156084;67108;5CH à 30CH et 10DH à 60DH;un dispositif
62156084;67108;5CH à 30CH et 10DH à 60DH;un dispositif
62156636;11279;200,00 mg;une gélule
62157019;1261;0,100 mg;un comprimé
62157019;4184;0,122 mg;un comprimé
62157859;54459;64 mg;une seringue préremplie
62158320;85948;100 microgrammes;une ampoule
62158605;80114;40 mg;un stylo prérempli de 0,4 mL
62158815;35532;70 mg;un comprimé
62158911;9231;200 mg;un comprimé
62158929;1023;200 mg;un comprimé
62158929;1182;337,4 mg;un comprimé
62159194;23957;30 mg;une gélule
62159632;3009;62,5 mg;un comprimé
62159632;30216;25 mg;un comprimé
62159778;2064;12,5 mg;un comprimé
62159778;15304;20 mg;un comprimé
62160200;11279;50 mg;une gélule
62160474;10029;4CH à 30CH et 8DH à 60DH;une gélule
62160474;10029;4CH à 30CH et 8DH à 60DH;une gélule
62160474;10029;4CH à 30CH et 8DH à 60DH (pommade à 4 %);une gélule
62160474;10029;4CH à 30CH et 8DH à 60DH;une gélule
62160474;10029;4CH à 30CH et 8DH à 60DH;une gélule
62160474;10029;4CH à 30CH et 8DH à 60DH;une gélule
62160702;17098;14 mg;un comprimé
62161583;473;4 g;100 ml de solution pour pulvérisation nasale
62161697;1257;24 mg;un comprimé
62163538;25336;20 mg;un comprimé
62163538;65918;191,2 mg;un comprimé
62163716;74148;600 mg;un comprimé
62164533;73208;10 mg;un comprimé
62167084;7958;200 mg;un comprimé
62170212;79507;100 mg;1 flacon
62170486;17878;300 mg;un comprimé
62170486;31844;600 mg;un comprimé
62170657;38422;75 UI;0,125 ml de solution
62171435;2171;20 mg;un comprimé
62171524;41192;56 microgrammes;1 ml
62171524;46261;50 microgrammes;1 ml
62172505;2092;200 mg;une capsule
62173094;19698;500 mg;un comprimé
62174246;2633;1,544 mg;un comprimé
62174246;66240;1 mg;un comprimé
62174933;77060;50 mg;une gélule
62175330;7436;3,75 mg;un comprimé
62175533;47493;60 mg;un comprimé
62176699;82189;20 mg;un comprimé
62176770;1525;2,5 mg;une ampoule de 2 mL
62176877;20890;100 mg;un comprimé
62177527;982;0,524 g;un flacon
62177527;85516;0,5 g;un flacon
62178757;535;0,05 g;100 ml de solution
62179122;1;2,00 mg;un comprimé
62179122;76119;1,86 mg;un comprimé
62179617;62479;2CH à 30CH et 4DH à 60DH;un comprimé
62179617;62479;2CH à 30CH et 4DH à 60DH;un comprimé
62179617;62479;2CH à 30CH et 4DH à 60DH;un comprimé
62180690;6131;2CH à 30CH et 4DH à 60DH;un comprimé
62180690;6131;2CH à 30CH et 4DH à 60DH;un comprimé
62180690;6131;2CH à 30CH et 4DH à 60DH (pommade à 4 %);un comprimé
62180690;6131;2CH à 30CH et 4DH à 60DH;un comprimé
62180690;6131;2CH à 30CH et 4DH à 60DH;un comprimé
62180690;6131;2CH à 30CH et 4DH à 60DH;un comprimé
62181041;38607;300 mg;un comprimé
62181301;3192;0,220 mg;un comprimé
62181301;5348;0,031 mg;un comprimé
62182563;20394;5 g;100 ml
62182990;73208;40 mg;un comprimé
62183964;2064;12,5 mg;un comprimé
62183964;31416;300 mg;un comprimé
62184169;73594;32 mg;un comprimé
62184233;61469;1 mg;une gélule
62184888;489;27,85 mg;une ampoule de 5 ml
62184888;1430;25 mg;une ampoule de 5 ml
62186241;4963;100 mg;100 ml de solution
62187140;4971;7 500 UI;une seringue pré-remplie de 0,3 ml
62187806;1901;1885,2 microgrammes;un comprimé
62187806;17477;1200 microgrammes;un comprimé
62188712;31246;100 mg;une gélule
62189294;54459;4 mg;un comprimé
62190827;60929;10 mg;un comprimé
62191473;1261;2 mg;un comprimé
62193524;970;160 mg;un comprimé
62193983;2165;10 mg;un comprimé
62194918;1097;300 mg;un comprimé
62196488;59860;10 mg;1 ml de suspension
62197024;2345;25 mg;1 ml de solution injectable
62199609;12870;10 mg;un comprimé
62200552;8173;6000 UI;0,6 ml
62200673;25783;168,00 mg;un comprimé
62200673;49632;150 mg;un comprimé
62201138;6;1,28 g;1000 ml d'émulsion reconstituée
62201138;31;6,41 g;1000 ml d'émulsion reconstituée
62201138;93;2,24 g;1000 ml d'émulsion reconstituée
62201138;297;4,88 g;1000 ml d'émulsion reconstituée
62201138;430;0,52 g;1000 ml d'émulsion reconstituée
62201138;529;140 g;1000 ml d'émulsion reconstituée
62201138;544;2,64 g;1000 ml d'émulsion reconstituée
62201138;550;2,21 g;1000 ml d'émulsion reconstituée
62201138;555;3,07 g;1000 ml d'émulsion reconstituée
62201138;563;3,48 g;1000 ml d'émulsion reconstituée
62201138;610;3,07 g;1000 ml d'émulsion reconstituée
62201138;629;1,75 g;1000 ml d'émulsion reconstituée
62201138;631;1,50 g;1000 ml d'émulsion reconstituée
62201138;658;2,21 g;1000 ml d'émulsion reconstituée
62201138;674;0,74 g;1000 ml d'émulsion reconstituée
62201138;675;2,83 g;1000 ml d'émulsion reconstituée
62201138;1021;3,07 g;1000 ml d'émulsion reconstituée
62201138;1044;2,21 g;1000 ml d'émulsion reconstituée
62201138;1178;4,34 g;1000 ml d'émulsion reconstituée
62201138;2666;2,21 g;1000 ml d'émulsion reconstituée
62201138;3018;0,81 g;1000 ml d'émulsion reconstituée
62201138;3482;2,64 g;1000 ml d'émulsion reconstituée
62201138;3605;0,11 g;1000 ml d'émulsion reconstituée
62201138;4951;huile d'olive raffinée + huile de soja raffinée : 40 g;1000 ml d'émulsion reconstituée
62201138;17150;154 g;1000 ml d'émulsion reconstituée
62201138;19508;3,67 g;1000 ml d'émulsion reconstituée
62201138;19874;huile d'olive raffinée + huile de soja raffinée : 40 g;1000 ml d'émulsion reconstituée
62201565;39422;150 mg;une gélule
62202005;17878;300 mg;un comprimé
62202005;31844;600 mg;un comprimé
62202037;819;1,25 mg;un comprimé
62202037;9586;4 mg;un comprimé
62202037;52431;3,338 mg;un comprimé
62202293;42537;8 mg;un comprimé
62202966;49595;1 g;un flacon
62203018;41725;supérieur ou égal à 500 UE chez la souris;4 ml
62203018;62332;supérieur ou égal à 1000 UE chez la souris;4 ml
62203018;64832;supérieur ou égal à 1000 UE chez la souris;4 ml
