idGroupeGenerique;codeCIS;typeGenerique
306;60226915;1
306;60966659;1
306;67424846;1
306;64024124;1
306;65522010;1
306;68040364;1
306;65899367;1
306;66087785;1
306;67584217;1
307;63628253;0
307;62129781;1
307;68049089;1
307;61243903;1
307;69585360;1
307;68809994;1
307;63804559;1
308;64292987;0
308;61380528;1
308;61494243;1
308;64645444;1
308;61119492;1
309;64404112;0
309;61232547;0
309;63419848;0
309;64949486;0
309;61627341;1
309;62005883;1
309;64487688;1
309;69354916;1
309;61665908;1
309;63148172;1
309;62783247;1
309;60807297;1
309;63455641;1
309;62190827;1
309;68709613;1
309;66822733;1
309;61788565;1
309;62475527;1
309;62401434;1
309;64366131;1
309;66283563;1
309;64873825;1
309;64989281;1
309;62437067;1
309;62394630;1
309;69835020;1
309;64939766;1
310;67040450;0
310;67091719;1
310;68728738;1
310;67918713;1
310;67432693;1
310;67634570;1
310;63669741;1
310;62091544;1
310;65739672;1
310;67258709;1
310;68351874;1
310;64253639;1
310;65268042;1
310;65768745;1
310;61010258;1
310;62367569;1
310;61007493;1
310;63317213;1
310;68468589;1
310;62980675;1
310;68637142;1
310;68474421;1
314;62248839;0
315;60396928;0
315;62458353;1
316;61417407;0
316;65339991;1
316;66708726;1
316;64433879;1
317;61271735;0
317;61639048;1
317;64109927;1
317;61045978;2
317;64203045;1
317;69855425;1
317;68474364;2
317;63812043;1
317;66980320;1
321;65016707;0
321;66656261;0
321;66255336;1
321;65361703;1
322;65637856;0
322;67740449;1
322;69802682;1
322;62968840;1
322;67396934;1
322;61484459;1
322;60600156;1
322;68777767;1
323;69155138;0
323;62318928;1
323;68162083;1
323;64698571;1
323;61819530;1
323;60482462;1
323;63508866;1
323;60536209;1
323;64436163;1
323;68355755;1
324;64582182;0
324;69280145;1
324;69493182;1
324;62096413;1
324;68399919;1
326;64233832;0
326;62753777;1
326;61045978;1
326;61942084;2
326;66334926;1
326;68474364;1
326;61949239;2
326;63476315;1
326;65601415;1
327;68296050;0
327;63608400;1
327;64363338;1
327;64109927;2
327;62997144;1
327;66512407;1
327;60016308;1
327;60783533;1
329;66296411;0
329;68779202;1
329;68512217;1
329;66051440;1
329;66603508;1
329;63990590;1
329;62882672;1
329;60073608;1
329;62623876;1
329;66437901;1
329;61119097;1
329;65403846;1
329;61662755;1
329;61881763;1
329;68976559;1
330;68775289;0
330;61431008;1
330;68619920;1
330;68829580;1
330;62733002;1
331;60527320;0
331;65261489;1
331;66614426;1
331;69043160;1
331;69369042;1
331;64767722;1
331;65910326;1
331;61308938;1
331;64126264;1
331;68956300;1
331;67315124;1
331;63220999;1
331;67460721;1
332;63040606;0
332;62611169;1
332;67539962;1
332;61213066;1
332;61848560;1
332;61000075;1
332;60073914;1
332;66150246;1
332;63980518;1
332;66994658;1
332;64573315;1
333;68333591;0
333;65028022;1
337;66189217;0
337;66690363;1
338;64183183;0
338;64239461;1
340;61022591;0
340;62611895;1
340;67027289;1
340;60266144;1
340;62854527;1
340;64869104;1
340;66834109;1
340;60028050;1
340;64674983;1
340;66596387;1
340;67350239;1
340;63180946;1
341;67838060;0
341;60482665;1
341;63281105;1
341;66661536;1
341;61260984;1
341;64708300;1
342;64701035;0
342;67115586;1
342;60370919;1
343;62469613;0
343;66188581;1
343;69662344;1
343;60738303;1
345;65068102;0
345;66301762;0
345;69301899;1
345;62182563;1
345;64960867;1
345;61831995;1
345;64473959;1
345;64801822;1
345;61156302;1
346;63671347;0
346;68356362;1
346;64430025;1
346;68879206;1
346;64419694;1
346;65988136;1
346;64907971;1
346;63532803;1
346;68093452;1
346;69468962;1
346;60671178;1
346;61394570;1
346;67197409;1
346;67121653;1
348;66845027;0
348;61818407;1
348;67803141;1
348;67771462;1
348;67458161;1
348;68658880;1
348;67907108;1
348;65466316;1
349;61753678;0
349;63845125;0
349;69389536;1
349;69795857;1
349;67364616;1
349;60176113;1
349;65475176;1
349;60512336;1
349;62667004;1
349;68875268;1
349;66538291;1
349;60071190;1
349;69095463;1
349;67709496;1
349;65973262;1
349;68748502;1
349;61510021;1
350;69606819;0
350;69276588;0
350;68413450;1
350;68605333;1
350;69309166;1
350;64997342;1
350;67450136;1
350;66042039;1
350;67710783;1
350;65830008;1
350;69503071;1
350;65204851;1
350;60860606;1
350;68025526;1
350;67319674;1
350;68748071;1
350;65171910;1
350;64261479;1
350;65581090;1
350;65658163;1
350;62543615;1
350;69531932;1
350;62872742;1
350;67575816;1
351;63605525;0
351;67320609;1
351;68932559;1
351;64714709;1
351;69809723;1
351;68169512;1
351;69311014;1
351;61485002;1
351;67701859;1
351;66824855;1
351;67252364;1
351;63997357;1
351;68408122;1
351;65158699;1
351;67402554;1
351;60608384;1
352;60260497;0
352;66546676;1
352;65335345;1
352;65627926;1
352;61511073;1
352;67594364;1
352;68992346;1
352;69673102;1
352;65197086;1
352;62980974;1
352;66315751;1
352;69364180;1
352;61015084;1
352;65587620;1
352;68633172;1
352;61671836;1
353;69556750;0
353;64931673;1
353;65120702;1
353;63149947;1
353;65508466;1
353;63614008;1
353;61252279;1
353;67528535;1
353;69621365;1
353;68803742;1
353;69532685;1
353;61451313;1
353;66802129;1
353;68909592;1
353;60812134;1
353;67971737;1
354;64483490;0
354;65346765;1
354;62319930;1
354;67124126;1
354;62061907;1
354;68039643;1
354;65311860;1
354;61014420;1
354;62896444;1
354;68872941;1
354;64809598;1
354;67949751;1
354;67336061;1
354;61613128;1
356;65358251;0
356;68341392;1
356;66231933;1
356;69111191;1
356;60071315;1
356;60703989;1
356;63680638;1
356;67824655;1
357;64168402;0
357;68529120;1
357;63020895;1
357;67826738;1
357;69331967;1
357;67386324;1
357;61324091;1
357;63736019;1
358;61562566;0
358;65851721;1
358;69819023;1
358;60460398;1
359;69954238;0
359;65851721;1
359;69819023;1
359;60460398;1
360;68063719;0
361;65565218;0
361;65202423;1
361;67986059;1
361;62404996;1
364;62678755;0
364;65629489;1
364;66295505;1
364;62484063;1
364;66263322;1
364;66148843;1
364;68831503;1
364;67818595;1
364;61521911;1
364;66971613;1
364;69869001;1
365;67298504;0
365;65889939;1
365;63072454;1
365;62828906;1
365;63791791;1
365;68267102;1
365;63168634;1
365;66119044;1
365;63482859;1
365;63481077;1
365;69962313;1
366;62283270;0
366;65390338;1
366;61081636;1
366;66627847;1
366;62211367;1
366;69513934;1
366;61343184;1
366;65416644;1
366;65216387;1
366;64117322;1
366;64552794;1
366;68448202;1
366;60105162;1
367;66043963;0
367;68238175;1
367;66153032;1
367;64804334;1
367;68519051;1
367;62931952;1
367;67035859;1
367;66859596;1
367;60279775;1
367;62240810;1
367;67175074;1
367;64506957;1
367;66797785;1
368;65614455;0
368;66434780;0
368;60823593;1
368;67943809;1
368;60916019;1
368;66322824;1
368;62159778;1
368;68823314;1
368;67874804;1
368;60449163;1
369;67880547;0
369;65393327;0
369;66696583;1
369;68015603;1
370;66072057;0
370;62589922;0
370;66315630;1
370;66059394;1
370;61460611;1
371;60747996;0
371;60196977;1
371;62994632;1
371;69170325;1
371;63139942;1
372;67103203;0
372;63624696;1
372;65797622;1
372;67705334;1
372;65671495;1
372;67284426;1
372;67769949;1
372;60542920;1
372;64831477;1
372;63852657;1
372;69327214;1
372;69744389;1
372;60427163;1
372;65727136;1
372;69098705;1
372;66064313;1
373;69279730;0
373;68604085;1
373;66487797;1
373;68929602;1
373;67791290;1
373;64227441;1
373;60834757;1
373;66216041;1
373;65542746;1
373;64687386;1
373;69048652;1
373;62197615;1
373;63506242;1
373;63386309;1
373;69868248;1
373;66285105;1
373;62387714;1
373;60489841;1
374;63524315;0
374;60759607;1
374;62706489;1
374;67023052;1
374;66968706;1
374;61599041;1
374;68953261;1
374;66555465;1
374;62403684;1
374;69758944;1
374;60168465;1
374;63946448;1
374;63647467;1
374;69846102;1
374;69888044;1
374;65583611;1
374;63191355;1
374;67722892;1
375;63636264;0
375;63517694;1
375;63791631;1
378;60228656;0
378;61868157;1
378;65525298;1
378;61875707;1
379;64103340;0
379;63274623;0
379;61650728;1
379;60097203;1
379;63186251;1
379;68811073;1
379;66605249;1
379;68669720;1
379;64917990;1
379;69798262;1
379;62164533;1
379;65628540;1
379;67623129;1
380;65262477;0
380;60596494;0
380;67344026;1
380;61650728;2
380;61370516;1
380;66479206;2
380;62046798;1
380;61923511;1
380;69511004;1
380;62288520;1
380;61624936;1
380;69481162;1
380;69318400;1
380;65475443;1
380;64414658;1
380;61077666;1
380;65663922;1
380;61823920;1
380;63964916;1
380;64059342;1
381;68013125;0
381;66424715;0
381;69214818;1
381;63141886;1
381;61696953;1
381;62323042;1
381;62610754;1
381;65603156;1
381;69922952;1
381;62182990;1
381;60619174;1
381;61202792;1
381;64842776;1
381;63911447;1
381;61353972;1
381;62145725;1
381;60270452;1
381;63738721;1
382;60161143;0
382;60049895;1
382;65851454;1
382;65274629;1
382;60372197;1
382;62561175;1
382;65322636;1
382;61945753;1
382;69827059;1
382;60914477;1
382;68537633;1
382;66649103;1
382;60180720;1
382;66177542;1
382;63586270;1
382;60185201;1
382;67418398;1
382;68079036;1
382;60489617;1
384;63084015;0
384;69571791;1
384;64473140;1
384;63327759;1
384;67744718;1
385;65660965;0
385;69067841;1
385;60446612;1
385;69921291;1
385;69671343;1
387;67997205;0
387;62913185;1
387;68293225;1
387;60814021;1
387;65441220;1
387;64635578;1
387;64255017;1
387;64888574;1
387;69702372;1
387;65516000;1
387;68596083;1
387;65576684;1
387;69132627;1
387;67210002;1
387;61904023;1
387;64712373;1
389;64563132;0
389;65310242;1
389;65254758;1
389;68849914;1
389;64090124;1
389;61967205;1
389;61942668;1
389;66211012;1
389;65946703;1
389;63686872;1
389;68753129;1
389;67877152;1
389;68462198;1
393;68058063;0
393;61626015;1
394;68080063;0
394;67514820;1
394;62897973;1
394;65529193;1
394;60355931;1
394;65503120;1
394;61065653;1
395;67326619;0
395;62000092;1
395;60659891;1
395;67948731;1
395;69377288;1
395;65772003;1
396;69658075;0
396;61699593;1
396;65386749;1
396;67829684;1
396;68403716;1
396;69356080;1
396;69967246;1
397;65667034;0
397;60038468;1
397;64681216;1
397;62578192;1
397;63079979;1
397;65131079;1
397;63118161;1
398;69578113;0
398;61760943;1
398;65272375;1
400;64962170;0
400;65272375;1
401;66387487;0
401;60736188;1
401;64309326;1
401;68377940;1
401;65673877;1
401;65940757;1
401;60108678;1
401;62798530;1
401;61376024;1
401;64766816;1
401;67182371;1
401;60810674;1
401;63760034;1
401;60274536;1
401;68758884;1
401;62772489;1
402;64117646;0
402;66883896;1
403;69805340;0
403;66932763;1
403;61636187;1
404;61358994;0
404;69386390;1
404;67025516;1
404;67082887;1
404;62327311;1
404;61698947;1
406;63396602;0
406;63794766;1
406;63085761;1
406;64746219;1
406;67973040;1
406;64053510;1
407;69325964;0
407;65156050;1
407;61119706;1
407;65324007;1
407;61103310;1
408;62168834;0
408;64035583;1
408;64999959;1
408;60851920;1
409;60389531;0
409;65900339;1
409;60899178;1
409;67443608;1
409;65400896;1
409;67941726;1
409;63539769;1
410;62232137;0
410;65502207;1
411;60683198;0
411;68728154;1
411;60863367;1
411;64276748;1
411;63063793;1
411;60398167;1
411;61358656;1
411;61323160;1
411;68652347;1
411;69185423;1
411;68009365;1
411;68693027;1
411;69187164;1
411;61343825;1
411;65490121;1
411;63417060;1
411;68353989;1
411;62677849;1
411;60996271;1
413;65124914;0
413;65512856;1
413;69084246;1
413;66402996;1
413;64762173;1
413;65955054;1
413;62106380;1
413;68022786;1
413;66964138;1
413;68645947;1
413;63647104;1
414;61710919;0
414;68250156;1
414;68796073;1
414;62900184;1
415;62481430;0
415;64318859;1
415;64337375;1
415;61943898;1
415;63483217;1
415;66788028;1
415;67734097;1
415;61039384;1
417;69443806;0
417;60360608;1
417;61168226;1
417;60550493;1
417;67623809;1
417;61432067;1
417;68026076;1
417;62412936;1
418;67630472;0
418;65394660;1
418;62334786;1
418;67863213;1
418;61386545;1
418;61174122;1
418;67297982;1
418;64711759;1
418;69161632;1
419;61380058;0
419;64922382;1
419;69352192;1
419;61415185;1
419;66586208;1
420;64823509;0
420;63264650;1
420;65515432;1
420;62227581;1
420;60026957;1
420;65433693;1
422;60443609;0
422;61609749;1
422;69898857;1
422;66620532;1
422;64848430;4
422;63622510;1
422;69490193;1
422;67346714;1
422;60513032;1
422;62607587;1
422;63143652;1
423;67917629;0
423;62505828;1
424;67044235;0
424;66904340;1
424;68015560;1
424;66852413;1
424;65855762;1
425;65217119;0
425;60330522;1
425;69805237;1
425;65274084;1
425;63922803;1
425;64115225;1
426;66282739;0
426;67329056;1
426;60654271;1
427;68184425;0
427;63457489;1
427;62924833;1
428;61168991;0
428;63457489;1
428;62924833;1
429;65123812;0
429;61754342;1
429;69258501;1
430;60485234;0
430;69116587;1
430;60890745;1
431;67752024;0
431;68328338;1
431;66064046;1
432;60006246;0
432;68360453;1
432;67299638;1
432;61040251;1
432;68361352;1
432;60664326;1
432;65534009;1
432;68646248;1
432;64354517;1
433;61773474;0
433;67248985;1
433;65425561;1
433;68101988;1
433;69473824;1
434;69506459;0
434;61706205;1
434;66315000;1
434;66791145;1
434;61179767;1
434;60116447;1
434;61883586;1
434;66594774;1
434;66258186;1
434;61132034;1
434;66170989;1
434;65620522;1
434;67811330;1
435;65988645;0
435;67107098;1
435;67054585;1
435;68314370;1
435;69384667;1
435;66017203;1
435;64173456;1
435;67873638;1
435;60774598;1
435;66252856;1
435;68220857;1
435;65604468;1
435;63141402;1
436;65035230;0
436;61788049;1
436;63235360;1
436;63422748;1
436;68427382;1
436;63718067;1
436;64816831;1
436;67447122;1
436;61954695;1
436;65607350;1
436;65660794;1
436;69977393;1
436;65546901;1
436;62969440;1
437;68887103;0
437;62961493;1
437;68066416;1
437;69838148;1
437;63475277;1
437;64705311;1
437;60648158;1
437;66927702;1
437;64011664;1
437;60337328;1
437;65527662;1
437;60355600;1
437;65132804;1
437;68488702;1
440;67961853;0
440;63529910;1
442;63729537;0
442;68187446;0
442;67486011;1
442;65795735;1
442;69284407;1
442;65823679;1
442;68843466;1
442;69181268;1
442;66305159;1
442;68735615;1
442;65869609;1
442;68655083;1
442;68840153;1
442;66281345;1
442;60133973;1
445;60118715;0
445;68853282;1
445;63552695;1
446;63162282;0
446;62605173;0
446;60967985;1
446;63159724;1
446;66552355;1
446;64667266;1
446;64532539;1
446;69808144;1
446;65909683;1
446;62496101;1
446;60789290;1
446;65179070;1
446;64087459;1
446;68601712;1
446;69585499;1
447;60077574;0
447;68563329;0
447;69381692;1
447;67728468;1
447;66771566;1
447;61799519;1
447;64432503;1
447;63568557;1
447;65445795;1
447;68982836;1
447;66720194;1
447;63276706;1
447;65699110;1
447;64083973;1
447;69799656;1
447;65664668;1
447;66428496;1
447;66997921;1
447;68749248;1
447;61836960;1
448;66279248;0
448;64862113;0
448;61897671;1
448;69710789;1
448;60598673;1
448;61318238;1
448;68241082;1
448;65186111;1
448;66528824;1
448;69176659;1
448;62175330;1
448;67770143;1
448;68115977;1
448;65467749;1
449;61804539;0
449;65937298;0
449;68903689;1
449;63823680;1
449;68512046;1
449;66185667;1
449;60850633;1
449;62892314;1
449;65591063;1
449;60281064;1
449;64861004;1
449;63954886;1
449;69337475;1
449;69849486;1
449;62591688;1
449;64791577;1
449;68978414;1
449;62702836;1
450;69269647;0
450;64461800;0
450;64236159;1
450;69455705;1
450;66242285;1
450;66647757;1
450;69051335;1
450;63928539;1
450;63110385;1
450;61800640;1
450;68380153;1
450;69062342;1
450;60895361;1
450;62867631;1
451;66351548;0
451;68798569;0
451;67024791;1
451;61859603;1
451;60942900;1
451;62349731;1
451;64674937;1
451;65658665;1
451;68738376;1
451;65031417;1
451;65213665;1
451;65604030;1
451;61210508;1
451;64245311;1
451;65117097;1
451;65599341;1
451;66826137;1
452;67874829;0
453;62206135;0
453;68500485;0
455;60155788;0
455;65090846;1
455;67019171;1
455;69038462;1
455;60606586;1
455;69708254;1
455;63288007;1
455;66848087;1
455;67937311;1
455;62973200;1
455;68462757;1
455;66614337;1
455;67392284;1
455;66544294;1
457;62158815;0
457;69784280;1
457;60365142;1
457;63281774;1
457;67464926;1
457;69396438;1
457;68229767;1
457;65701390;1
457;68659822;1
457;63174719;1
457;63525488;1
460;66299813;0
460;64929277;1
460;69814229;1
460;66670503;1
460;68816348;1
460;63683463;1
460;61542706;1
460;66596686;1
460;62555820;1
460;69614285;1
460;63526743;1
460;61924474;1
460;61653585;1
460;65960119;1
460;65239699;1
460;62526007;1
461;65150204;0
461;67404879;1
461;69000305;1
461;62927306;1
461;63120714;1
461;68314018;1
461;60303692;1
461;63516304;1
461;69458263;1
461;61001138;1
462;68945058;0
462;69740106;1
462;65021818;1
462;62767225;1
462;66558098;1
462;61849961;1
462;64852927;1
462;63631623;1
462;61872472;1
462;64644709;1
463;63025935;0
463;62368639;1
463;68962100;1
463;63036255;1
463;67032076;1
463;60825669;1
463;68055124;1
463;67406111;1
463;61688718;1
464;65878330;0
464;68291007;0
464;65154252;1
466;68272505;0
466;64292364;1
466;60736761;1
466;61248124;1
466;67836853;1
466;68147971;1
467;61939921;0
467;69622809;1
467;62514791;1
467;68546034;1
467;68158195;1
467;61351252;1
467;60234292;1
467;64891741;1
467;69923011;1
467;64612540;1
467;68688222;1
467;63436445;1
467;68096904;1
467;65556347;1
467;69066650;1
467;63657486;1
467;62920265;1
467;68500357;1
468;63458349;0
468;62042102;1
468;66340498;1
468;66320225;1
468;65728601;1
468;66101135;1
468;68868206;1
468;69735867;1
468;63811710;1
468;62834784;1
468;68329212;1
468;62204255;1
468;65681660;1
468;65157330;1
468;68653367;1
468;65254879;1
468;69586423;1
468;63566442;1
470;66300735;0
470;68600724;1
470;64130871;1
470;64937530;1
470;63092688;1
471;60993898;0
471;64771724;1
471;64532770;1
471;63708322;1
471;69307215;1
473;68782718;0
473;62036633;1
473;65243466;1
473;62425307;1
473;63500702;1
476;69485328;0
476;66276750;0
476;60486090;1
477;64204250;0
477;62824288;1
477;60211183;1
478;67680190;0
478;61613167;0
478;66925249;1
478;66224312;1
478;62238161;1
478;64614712;1
478;61630825;1
478;66456983;1
478;62411713;1
478;61503831;1
478;65138223;1
479;68566033;0
479;65012445;1
480;60861252;0
480;61786176;0
480;69989602;1
480;67566016;1
480;60789543;1
480;69026022;1
480;61350136;1
480;62132158;1
480;67489185;1
480;61536799;1
480;67876196;1
481;61410989;0
481;67248985;1
481;68101988;1
482;68924434;0
482;67633778;1
482;61520873;1
482;62518708;1
482;66903345;1
482;60095526;1
483;60019101;0
483;68737032;1
483;63603741;1
484;67020451;0
484;66255471;1
484;60703576;1
485;65126598;0
485;60921386;1
485;62124275;1
489;65316156;0
489;64333341;0
489;69715754;1
489;65745006;1
489;63397960;1
489;64268630;1
489;66774427;1
489;67136573;1
490;67954321;0
490;60123363;1
490;63127452;1
490;63560165;1
490;69693507;1
490;62828991;1
490;69153913;1
490;62517392;1
490;68401423;1
490;61672151;1
490;60658750;1
490;62316507;1
490;67145743;1
490;69699613;1
490;64993924;1
491;61294680;0
491;67402230;0
491;65940166;1
491;69122540;1
491;64118627;1
491;61485148;1
491;63591253;1
491;68188295;1
492;62172423;0
492;65667415;1
493;68762014;0
493;69475939;0
493;68355716;1
493;68445366;1
493;67652216;1
493;64863980;1
493;69905807;1
493;69385242;1
493;63126101;1
493;64283066;1
493;67954403;1
493;69699257;1
493;67613590;1
493;62897959;1
493;62640879;1
493;62525040;1
493;69370226;1
493;69515077;1
493;62846046;1
494;66545186;0
494;63849839;0
494;68159048;1
494;62746131;1
494;64156542;1
494;65632371;1
494;67102090;1
494;64502115;1
494;68655546;1
494;66900840;1
494;69931595;1
494;63016092;1
494;67026340;1
494;63177067;1
494;63237361;1
494;65229114;1
494;60479345;1
494;62947682;1
494;63531676;1
494;69912100;1
495;69946106;0
495;66096713;1
495;62430966;1
495;63478939;1
495;64738083;1
495;64137353;1
496;61913385;0
496;67515484;1
496;64696702;1
496;61572507;1
496;68353836;1
496;66961409;1
497;65109823;0
497;67018272;1
497;65691302;1
497;64866909;1
497;65681436;1
497;68906660;1
498;67949737;0
498;65819809;1
498;60156089;1
498;65149401;1
498;61599842;1
498;63140873;1
498;61924200;1
498;64069322;1
498;64270784;1
498;67312014;1
498;62779028;1
498;62398529;1
498;69193861;1
498;61662634;1
498;62794254;1
498;68700817;1
498;69456561;1
498;64890625;1
500;65394952;0
500;63782187;1
500;64589522;1
500;61621687;1
500;65630096;1
500;65442685;1
500;68937339;1
500;66019147;1
500;68368941;1
500;68703724;1
502;67535280;0
502;66951450;1
502;68311869;1
502;62793782;1
502;60450831;1
502;64632646;1
502;69323454;1
503;60530882;0
503;60232989;1
504;67853564;0
504;61495968;1
504;67791835;1
505;62527917;0
505;65512856;1
505;62485126;1
505;66402996;1
505;60809985;1
505;62469339;1
506;62888839;0
506;62135072;1
508;61999270;0
508;69138295;1
508;67234658;1
509;65991171;0
509;69422609;1
509;61301630;1
509;61271062;1
509;68262500;1
509;63988721;1
510;67478160;0
510;62505785;1
510;62706119;1
510;69203202;1
510;64942100;1
511;62565070;0
511;65506020;1
511;66390978;1
511;61221166;1
511;60605064;1
512;62077847;0
512;69276403;1
512;66377660;1
512;65151509;1
513;69955824;0
513;62217014;1
517;68337593;0
517;65283215;0
517;60455586;1
517;69777040;1
517;61209018;1
518;67385005;0
518;69943900;1
518;62972454;1
518;69335734;1
519;67100890;0
519;68360453;1
519;67299638;1
519;63297294;1
519;61040251;1
519;65510887;1
519;68646248;1
519;64354517;1
520;61407797;0
520;68360453;1
520;67299638;1
520;61040251;1
520;60664326;1
520;68646248;1
520;64354517;1
521;66485102;0
521;68391071;0
521;66286285;1
521;62827156;1
521;68919953;1
521;60208511;1
521;67727277;1
521;67607160;1
521;60386859;1
521;69982223;1
521;63987249;1
521;65119657;1
521;61734749;1
521;63371588;1
521;66873005;1
521;60018896;1
521;61115323;1
521;63681957;1
521;64419210;1
524;60368099;0
524;63115133;1
526;65740799;0
526;64784981;1
526;68133135;1
526;62930042;1
526;62953322;1
526;62875585;1
526;62514713;1
526;60514878;1
526;63269291;1
526;66028705;1
526;62295625;1
526;67637794;1
526;69119544;1
526;67769625;1
526;68654914;1
526;62293332;1
526;69801139;1
526;64150906;1
527;62059468;0
527;61765641;1
528;63140752;0
528;60327266;0
528;68447292;1
528;69695547;1
529;63559394;0
529;62519557;0
529;66148697;1
529;61179913;1
530;68351657;0
530;64088689;1
531;65528337;0
531;68465130;1
531;63459312;1
531;64885749;1
531;64586017;1
531;68411798;1
531;62348800;1
531;67689759;1
531;63643038;1
531;62026621;1
531;67817899;1
531;68951100;1
531;61228659;1
531;63386914;1
532;61923059;0
532;67932983;1
532;67838110;1
532;68497014;1
532;63104628;1
532;69170898;1
532;67939013;1
532;64384688;1
532;68474866;1
533;60718902;0
533;67962026;1
533;69913202;1
534;69035345;0
534;62783375;1
534;66837710;1
534;64107221;1
534;63627532;1
535;68227652;0
536;65662076;0
537;63465824;0
537;65014229;1
537;66288464;1
537;69010986;1
537;63149018;1
538;66818261;0
538;64793585;1
539;66749235;0
539;60914000;1
540;64661854;0
540;62783375;1
540;69833133;1
543;63744069;0
543;63266758;1
543;66231292;1
544;66749541;0
544;68026724;1
544;60975042;1
544;64915021;1
544;66480639;1
544;62884513;1
545;67917134;0
545;63592711;1
545;60983968;1
545;65946692;1
545;69847122;1
546;67530760;0
546;60140836;1
548;62890014;0
548;68355004;1
550;63868864;0
550;62861105;1
550;64967484;1
550;61530248;1
550;66895806;1
550;65005721;1
550;69372088;1
550;69759672;1
550;64557453;1
551;63361640;0
551;68261117;1
551;61737695;1
551;67360468;1
551;65337271;1
552;68712285;0
552;68953418;1
552;68209202;1
552;69426155;1
552;64014888;1
553;66805883;0
553;63676077;1
553;61697585;1
553;69346054;1
553;65534856;1
554;64676030;0
554;62459245;1
554;65103126;1
557;64834701;0
557;60369984;1
558;64170442;0
558;69493862;1
559;69149683;0
559;69451322;1
559;67139288;1
561;69197614;0
561;68768818;1
561;66944872;2
561;67645691;1
561;66659784;1
561;62371553;1
561;68656210;1
561;67675179;1
561;62270675;1
561;61210038;1
561;68896312;1
561;69492739;2
561;68927786;1
561;63732483;1
561;65657232;1
561;60130906;1
561;62744785;1
561;60443477;1
562;66928996;0
562;64201553;1
562;61133378;1
562;64011358;1
562;63012845;1
562;62786236;1
562;65029882;1
562;66042644;1
562;69337265;1
562;61893655;1
562;65136489;1
562;67881866;1
562;65638748;1
562;67953657;1
562;69560065;1
562;64892601;1
562;64448518;1
563;68949551;0
563;65742661;1
563;62287824;1
564;66004031;0
564;65245613;1
564;69161760;1
565;61707595;0
565;66306542;1
565;63127541;1
566;66120057;0
566;64961378;1
566;66654374;1
566;62202293;1
566;65973903;1
566;61985349;1
566;61092935;1
566;68663863;1
566;63814329;1
566;67029888;1
568;68086867;0
568;67851022;1
568;60598520;1
568;62345640;1
568;69699620;1
569;64008230;0
569;67632060;1
569;66112441;1
569;62329077;1
570;60897031;0
570;60111553;1
570;67538433;1
570;68952241;1
574;62693611;0
574;61214830;1
574;64634871;1
575;61324127;0
575;65925659;1
578;63355694;0
578;66693128;1
578;65765546;1
578;60613673;1
579;67938406;0
579;69493862;1
580;62611660;0
580;67955252;1
580;62713633;1
580;60154024;1
580;66870692;1
581;67426893;0
581;68808515;1
581;60377803;1
582;64076562;0
582;67017829;1
582;63830632;1
582;63383793;1
582;66934180;1
582;64061553;1
582;64622680;1
582;66304616;1
584;69000764;0
584;69386458;1
587;67393849;0
587;64821860;1
587;67490967;1
587;63309743;1
587;68809147;1
587;69100387;1
587;64076815;1
587;69410877;1
587;66944751;1
587;69692540;1
587;69995637;1
587;62217516;1
587;61858298;1
588;69568788;0
588;66414482;1
588;63089749;1
589;61556061;0
589;60043077;1
589;64327694;1
590;64876757;0
590;66770635;1
590;64003144;1
591;68143802;0
591;67598964;1
591;68810740;1
591;62911490;1
591;62159194;1
591;61671430;1
591;61090941;1
591;68266705;1
591;60558294;1
591;66986800;1
591;60449672;1
591;62204134;1
591;69872677;1
593;66475001;0
593;64911471;1
593;69966450;1
593;66086822;1
593;69847275;1
593;69499833;1
593;67610765;1
593;63727664;1
593;60632734;1
593;64463324;1
593;64803410;1
593;60622537;1
593;61891533;1
595;62972963;0
595;61989835;1
595;69923050;1
595;61942561;1
595;67477845;1
595;62018464;1
595;65033304;1
595;64212215;1
595;60337940;1
595;62710021;1
595;60048672;1
595;62161697;1
595;63091077;1
595;69439163;1
597;63922956;0
597;65650469;1
597;65963243;1
599;64086439;0
599;68360453;1
599;67299638;1
599;61040251;1
599;68646248;1
599;64354517;1
600;63059994;0
600;61663953;1
600;66769501;1
600;64368132;1
600;64429756;1
600;64726711;1
600;68321824;1
600;66513612;1
601;68088245;0
601;61340462;1
601;63062321;1
601;67240910;1
601;62385791;1
601;62367067;1
601;67226654;1
601;68035506;1
602;66441419;0
602;65449480;1
602;65587816;1
602;63153493;1
602;67240789;1
604;67113350;0
604;62794286;0
604;67856966;1
604;64071063;1
604;62247908;1
604;65471103;1
604;62698206;1
604;68029656;1
604;60437428;1
604;61788775;1
604;60284516;1
604;62107482;1
604;63041569;1
604;65664967;1
604;60927460;1
604;66132910;1
604;62257717;1
605;61187301;0
605;63832373;1
610;67873780;0
610;66252571;1
610;66739814;1
610;60811032;1
610;64554051;1
610;63803382;1
610;67101191;1
611;60445784;0
611;61008378;1
611;62380285;1
611;64130978;1
611;63455004;1
611;63012514;1
611;67909536;1
612;65536444;0
612;62837780;1
613;69516460;0
613;61883604;1
614;69505147;0
614;68291548;1
614;60852538;1
614;63728702;1
614;63436769;1
614;69677556;1
614;63590105;1
615;60071952;0
615;67560860;0
615;64510496;1
615;64728826;1
615;66440064;1
615;69169038;1
615;67626221;1
615;63429333;1
