idGroupeGenerique;codeCIS;typeGenerique
222;67225100;0
222;61712279;1
223;66771790;0
223;60554125;1
223;69159834;1
224;65310178;0
224;62013467;1
225;68592067;0
225;65249953;1
227;66577967;0
227;61884211;1
227;62714607;1
227;63603054;1
228;61184134;0
228;63127491;1
229;60509468;0
229;61381943;1
229;68481597;1
229;69966653;1
230;63736058;0
230;68440789;1
230;61832054;1
231;60304050;0
231;63011070;1
231;64073783;1
232;60674103;0
232;65617572;1
232;67730031;1
232;60855840;1
232;64045168;1
232;67136662;1
232;68086109;1
232;69999429;1
232;68268147;1
232;63646098;1
233;60339959;0
233;66305209;1
234;60413174;0
234;64346335;1
234;69260395;1
234;61321177;1
234;66658999;1
234;67572072;1
234;62906867;1
235;64148136;0
235;68320252;1
235;64661021;1
235;63056731;1
235;69235513;1
235;68810441;1
235;66363543;1
235;69822457;1
235;63278098;1
235;61664126;1
235;62311307;1
235;61060033;1
236;62949893;0
236;62674422;1
236;65481357;1
236;66603383;1
236;67353961;1
236;67728742;1
236;69286109;1
236;65670322;1
236;63386476;1
236;60120709;1
236;63026574;1
236;61461179;1
236;68822550;1
237;60470499;0
237;67794532;1
237;69273791;1
237;69354407;1
237;61473085;1
237;60208251;1
237;62194918;1
237;66824200;1
237;63215258;1
237;66000321;1
237;64308320;1
237;65936584;1
242;68655884;0
242;63435884;0
242;68106394;1
242;64045143;1
242;67105161;1
242;62484259;1
242;61644643;1
242;66098792;1
242;64515956;1
242;60712486;1
242;62503916;1
242;65373164;1
242;68178924;1
242;64171551;1
242;69521824;1
242;64280433;1
242;66798225;1
243;60672814;0
243;69291896;1
243;61478851;1
243;61249824;1
243;68337369;1
243;61788736;1
243;66605797;1
243;67913552;1
243;61834404;1
243;60961886;1
243;64948936;1
243;63605055;1
243;68527443;1
243;65124280;1
244;63235175;0
244;62574938;1
245;62058327;0
245;64775128;1
248;63045724;0
248;65476666;1
248;61547468;1
249;67655493;0
249;64288280;1
249;65883338;1
249;66857620;1
250;62410472;0
250;63476258;1
251;67623734;0
252;60184188;0
257;67513540;0
257;60051832;1
257;67465476;1
257;60753180;1
257;68354703;1
257;65485074;1
257;69376250;1
257;68576604;1
257;67045967;1
257;67167437;1
258;62552920;0
258;60000777;1
258;68735825;1
258;61014819;1
258;66788131;1
258;61491877;1
258;68159596;1
258;61247556;1
258;64814983;1
258;65764558;1
259;62344129;0
259;62227318;1
259;61055303;1
259;69649845;1
260;67208161;0
260;66241856;1
260;67215405;1
263;67890598;0
263;69497921;1
263;68912300;1
264;60019927;0
264;63479902;1
264;67781613;1
264;65708666;1
264;63724643;1
264;66567617;1
264;60517664;1
264;61591023;1
264;63490375;1
264;62932591;1
265;64726693;0
265;62440939;1
265;60726849;1
265;66153235;1
265;68135556;1
265;65839434;1
265;61782861;1
265;62158911;1
265;67781741;1
265;64479008;1
266;62568967;0
266;66106869;1
267;69437276;0
267;68685952;1
267;66023836;1
268;60290800;0
268;69998003;1
268;61437096;1
268;68176802;1
269;67177709;0
269;66315146;1
269;63159891;1
270;66796142;0
270;68876142;1
270;62270942;1
270;61746541;1
270;67851467;1
270;61253160;1
270;63721729;1
270;64416164;1
270;68528958;1
270;69174003;1
270;69995142;1
271;69847791;0
271;61567727;1
271;65317895;1
271;63372551;1
271;61736700;1
271;61346771;1
271;68461089;1
271;62642061;1
271;64189720;1
271;66184743;1
271;63113171;1
271;67446077;1
271;63143645;1
271;65991463;1
272;60647049;0
272;66454466;1
272;64275767;1
272;66925605;1
272;65589692;1
272;65868763;1
272;65585384;1
272;65515119;1
272;68318486;1
272;66829489;1
272;68425029;1
272;61200859;1
272;67904496;1
272;67886475;1
273;66877886;0
273;63305905;1
273;61964472;1
275;68508795;0
275;61438166;1
275;68466944;1
275;60642949;1
275;62048087;1
275;65888082;1
275;60365740;1
275;60976557;1
275;66473032;1
275;61417784;1
275;69624532;1
275;64218385;1
275;65066770;1
275;65883886;1
276;63179285;0
276;61425037;1
276;61705683;1
276;68095898;1
276;64517099;1
276;62969974;1
276;69329603;1
276;69019024;1
276;63784416;1
276;66815482;1
276;62370693;1
276;66822683;1
276;68414328;1
276;61843104;1
277;69273510;0
277;60887980;1
278;69235342;0
278;61649829;1
278;68837972;1
279;61426025;0
279;60528874;1
279;63066063;1
280;61885224;0
280;63686057;1
280;63730233;1
280;64462343;1
280;65857496;1
280;66652957;1
280;63517071;1
280;67136192;1
280;66683810;1
280;68417826;1
280;62152762;1
280;63397978;1
280;66645368;1
280;60848874;1
280;65079846;1
280;60681934;1
280;67006875;1
280;65872950;1
281;60935279;0
281;66221750;1
281;60338857;1
281;67839212;1
281;66375339;1
281;62931849;1
281;65436675;1
281;69742178;1
281;68791941;1
281;64521852;1
282;61956187;0
282;65613353;1
282;68816437;1
282;61559602;1
282;68906272;1
283;69388669;0
283;63587319;1
283;62845713;1
283;66956006;1
283;61979766;1
283;68491591;1
283;63610814;1
283;62976285;1
283;62705280;1
283;63303231;1
283;64231607;1
283;61874594;1
283;68745118;1
283;69440226;1
283;62071253;1
283;69771920;1
283;66320467;1
284;60160707;0
284;64941258;1
284;66275029;1
284;65320578;1
284;64854287;1
284;60943030;1
284;60524064;1
284;66176497;1
284;69188939;1
284;60945451;1
284;63808123;1
284;65668830;1
284;60546662;1
284;69314170;1
284;64657756;1
285;65470567;0
285;68288712;1
285;61460248;1
285;63927049;1
286;60439525;0
286;62991472;1
286;64514110;1
286;68766984;1
288;65455960;0
288;62667488;1
288;68494783;1
288;66711708;1
288;66268344;1
288;68721665;1
288;67788604;1
288;61179297;1
288;69202036;1
289;64775562;0
289;60854845;1
289;63211473;1
289;67579330;1
289;63896696;1
289;61207871;1
289;61668199;1
289;65525152;1
289;67450809;1
290;68812015;0
290;62766454;1
290;68632693;1
290;66556019;1
290;68890786;1
290;64930226;1
290;65168309;1
290;68313699;1
290;61290963;1
291;63426508;0
291;62393891;1
291;67370590;1
291;63456031;1
292;62331936;0
292;61732118;1
292;66992917;1
293;62704335;0
293;60950103;1
293;62287735;1
293;66986355;1
293;69774158;1
293;66837265;1
294;66362637;0
294;62754181;1
294;61191926;1
294;67927484;1
294;65195943;1
294;60625280;1
294;65970533;1
294;68850304;1
294;61324141;1
294;65463708;1
294;67885882;1
294;61683436;1
295;61429046;0
295;67669621;1
296;69990800;0
296;68276514;1
297;65376705;0
297;68563941;1
297;68036348;1
298;64245247;0
298;65981280;1
298;63196690;1
299;68242177;0
299;65683309;1
299;65523475;1
299;60277824;1
299;63274566;1
300;65773258;0
300;60505950;1
300;64315724;1
300;61635181;1
300;62127307;1
300;65306016;1
300;63036604;1
300;67802737;1
300;63163772;1
300;60512521;1
301;66664532;0
301;65554855;1
301;61819669;1
301;69390232;1
301;67232600;1
301;67803383;1
301;61354914;1
301;65648500;1
301;60724061;1
301;64716254;1
302;61267669;0
302;60175716;1
302;65485665;1
302;67446853;1
302;61783550;1
302;68568447;1
302;67887431;1
302;62345380;1
302;69293057;1
302;62298607;1
303;63198531;0
303;60763961;1
303;66283015;1
303;64597818;1
303;69806289;1
303;69219854;1
304;68424233;0
304;68853446;1
304;65004968;1
304;64077212;1
304;65933549;1
304;66781076;1
304;64671866;1
304;64357132;1
304;63828492;1
305;65249476;0
305;66507470;1
305;63895548;1
305;64863635;1
306;64181200;0
306;65589393;1
306;65282490;1
306;63314886;1
306;68928023;1
306;60951543;1
