codeCIS;codeCIP7
62846498;3701329
62846562;3537798
62846562;3537806
62847550;2218364
62847550;4939748
62848182;3012071
62848645;3018679
62849220;3343309
62849220;3358245
62849957;3011763
62850870;5702818
62851214;2210049
62851449;4973716
62851449;4973739
62851449;4973797
62852526;3001818
62854032;2793944
62854267;3947036
62854527;3816179
62854947;3795603
62854947;3795632
62856446;5506430
62856446;5506432
62856453;3311410
62856987;3019261
62859175;4901384
62860284;3927855
62860284;3927890
62860633;3021846
62860633;3021848
62860793;3654966
62860793;3763135
62860793;3763141
62861105;3780760
62862118;3021063
62862118;3021064
62862118;3021643
62862171;3213529
62862171;3213535
62862171;3223172
62864489;3021406
62864852;2219062
62864852;4939501
62866052;3613341
62866294;3012427
62866294;3012431
62866789;3006005
62866789;5769805
62866910;3621369
62867040;5517707
62867108;4161935
62867371;4917267
62867371;4964350
62867631;3022572
62868498;3017480
62868498;3017481
62868498;3017482
62868498;3017483
62869109;3000064
62870086;3016790
62870741;2759321
62870741;3898036
62870759;3994981
62870759;3995012
62871220;4982052
62871220;4982081
62872308;3976316
62872607;3950386
62872607;3950452
62874405;3547650
62875749;3674472
62876801;3006082
62877102;3763098
62877102;3763112
62877102;3763129
62877141;3921226
62880365;2666789
62880365;2666832
62880372;2241920
62882708;4168908
62883226;3023508
62883607;3749980
62883607;3750003
62883639;4993363
62883639;4993392
62884118;4900277
62884310;4900111
62884310;4900112
62884513;5629990
62884890;3988911
62885889;3006285
62886560;4924362
62887057;4919154
62887057;4919160
62887947;3017044
62887947;3615883
62887947;5834106
62887979;3012629
62887979;4182558
62889478;5586772
62891109;4943419
62891447;3491524
62892111;3634538
62892314;3017651
62893252;4168239
62893252;4168274
62893252;4168280
62893964;3020493
62894653;4913134
62895812;3004651
62895812;3004653
62896444;3671350
62897959;3764519
62897959;3764548
62897973;3762621
62898420;5508179
62899127;3158457
62899604;3016685
62899611;3581256
62900184;5714158
62901197;3456551
62901254;3464869
62901254;3464881
62902865;2748978
62903522;3016191
62903853;5671489
62903853;5671495
62904108;3003994
62904108;3020979
62904574;3030881
62904987;3615593
62904987;3615601
62905911;3181373
62906059;2233116
62906059;2233122
62906109;3349677
62909137;3551456
62909137;3551479
62909137;3579779
62909621;3624675
62909621;5649627
62910207;3720568
62911490;3010719
62911490;3010721
62911490;3010723
62912304;3941967
62912304;3941996
62913185;3014287
62913185;3014289
62914134;3649706
62914611;3008953
62915154;3069498
62915880;3123803
62918531;3010819
62918969;3490542
62920265;3769451
62920265;3771235
62921036;3528701
62922298;3600692
62922298;3600723
62922298;3857652
62924107;3003131
62924107;3003133
62924107;3887966
62924107;3887972
62924107;3887989
62924833;5738199
62924833;5738213
62925159;3010202
62925159;3010205
62925369;3020525
62925789;4931178
62925789;4931190
62926745;3000422
62927092;3022100
62927128;3317223
62927128;3729641
62927306;3887127
62928283;3833752
62929435;2669003
62929435;2669026
62930042;3024134
62930672;3019289
62930672;3019290
62930672;3022837
62930672;3022838
62931799;3020128
62931849;3771531
62931952;3920474
62932118;3007738
62932118;3007739
62932118;3007740
62932591;3674242
62933355;3367066
62934083;3673923
62934304;5595423
62934635;5565497
62934770;3020007
62935438;3014630
62935438;3014632
62935801;5545796
62936337;3242554
62938313;3833568
62939721;3998861
62939721;3998909
62940702;5643406
62941028;3561779
62942532;3706829
62943125;3712793
62943125;3712801
62943125;3712818
62943125;3954148
62943125;3954154
62943125;3954177
62944394;3012726
62944693;3186301
62945806;3794928
62946153;4197198
62946153;4197229
62946452;5727907
62946452;5727913
62946452;5727936
62946452;5756234
62946452;5854066
62947013;2794180
62947013;2794205
62947643;3637324
62949384;3673202
62949651;2758758
62949690;3183662
62949893;3272727
62949893;5600733
62952003;3765625
62953322;2764658
62953888;3018071
62953888;3020071
62955519;3016515
62955775;2802264
62955775;2802270
62956891;3011981
62960085;5574668
62960765;3000604
62961098;3881596
62961098;3881610
62961109;3956012
62961493;2167299
62961493;3884732
62962307;3601361
62964361;3000467
62964361;3013028
62964361;5500191
62964589;3001163
62964589;3001166
62966063;3549583
62966825;3013760
62966914;3009386
62967375;3840752
62967375;3840841
62967603;5504862
62968406;3673076
62968406;3791373
62968616;3015457
62968840;3672817
62969369;2696750
62969440;3826108
62969440;3826114
62969789;3560805
62969974;3610302
62970706;2785844
62970791;3486167
62972454;2789977
62972842;3162329
62972963;3556471
62973200;3731939
62975984;3012616
62976285;3665088
62976723;3049478
62977049;3015103
62977177;3012445
62977177;3012450
62978311;3015242
62978514;5826986
62978795;3467721
62978795;3467767
62978998;5504586
62979484;2673996
62980497;3720083
62980497;3720114
62980675;4925491
62981414;3559914
62981581;2698708
62981581;2698714
62981581;3010566
62981909;5798787
62982231;3595784
62982893;3927246
62983657;3008537
62984481;3022027
62984887;2682328
62984887;2682340
62985373;3395128
62985754;3004700
62989610;3110019
62989610;3259885
62989610;5524541
62990185;3075292
62990185;3144490
62990356;3021547
62990388;3002469
62990406;3021070
62990833;2764279
62991472;3602449
62994066;2233398
62994632;3871178
62994632;3871327
62994632;3871468
62996512;3681779
62997144;3880131
62997831;3021141
62998997;3098583
62999444;5858963
62999597;3010322
62999597;3010323
62999615;3545556
62999693;3006517
62999693;3793455
62999693;3841438
62999750;3635265
63000533;4948138
63001674;3025430
63001941;3010965
63001941;3010966
63003134;3021331
63003141;3024709
63003440;3018715
63005092;3953605
63005092;4924592
63005402;3605399
63006917;4981874
63008868;3008965
63008868;3020221
63009087;4184557
63009087;4184563
63009443;3791491
63009817;3010639
63010506;3070136
63010787;3071006
63011070;3023016
63011177;3008923
63012197;2794984
63012197;2794990
63012514;3936630
63012514;3936647
63012845;3967984
63012845;3968015
63013616;4192798
63016772;3016855
63017696;3018651
63018531;5567094
63019537;3338194
63020824;3008694
63020824;3008695
63020824;3008698
63020895;5648734
63020895;5648740
63020895;5648786
63021303;2216738
63021303;2216804
63022095;3001243
63022095;3001871
63022907;3793780
63023286;5500402
63023425;3024125
63023578;3651554
63024420;3610199
63025141;2194729
63025508;3845465
63025508;4177907
63025935;3394442
63026453;3001611
63026574;4962003
63028269;3285049
63028422;3815211
63029111;4168127
63030409;3173735
63030672;3024525
63031062;3013282
63031888;5572190
63032883;3016146
63034382;4900343
63036255;3006179
63036351;2793602
63036376;3303830
63036376;3303847
63036376;3303876
63036604;3672148
63036718;3263680
63036718;3627308
63037738;3616150
63038758;3013362
63040606;3295941
63041569;3937492
63041569;3937523
63042240;3002679
63042240;3007173
63044647;3017390
63045724;3314874
63046819;3332926
63047629;3012518
63047935;2197751
63047935;2197780
63051200;3629968
63051200;3629974
63051200;5647781
63051200;5647798
63052124;3010876
63052537;5500858
63052576;3022756
63053030;5506822
63053767;3010300
63054036;3021202
63054335;3021979
63054463;3023761
63054463;3024293
63056731;3004188
63056731;3623977
63057865;3021361
63058248;3057503
63058248;3057526
63058248;3637956
63058248;3667590
63058248;5535065
63058248;5535071
63059994;3923952
63059994;3923969
63060256;2189734
63060256;2189740
63060256;5807285
63060256;5807291
63061130;4947682
63061721;3021225
63062321;2787122
63062321;2787139
63063028;3639694
63063487;3093545
63063793;3006464
63063793;3694552
63064137;3024421
63064468;3337349
63065634;3024175
63065634;3024176
63066063;3530141
63066469;3378874
63066736;2193859
63066736;2193871
63067336;2201168
63067521;4900700
63067521;4901036
63067592;3154666
63068064;2190482
63068064;2190507
63068769;5633916
63069180;3710073
63069892;5718601
63069892;5718624
63069892;5729970
63069892;5856409
63070147;3011445
63071085;2675251
63071085;2675268
63071772;3939189
63071975;3382924
63072454;3006467
63072454;3744244
63073136;5620960
63073499;3886553
63073499;3886607
63074380;3850957
63075856;2214142
63075856;2214188
63076285;3599664
63076303;3616954
63076463;5612191
63076709;3532921
63076762;3003148
63077978;3723093
63077978;3723118
63078350;2794694
63078350;2794702
63078350;3000450
63078350;3000451
63078350;3007510
63078350;3007512
63078350;3019914
63078350;3019915
63078350;3019917
63078350;3020616
63078350;3020617
63078350;3020618
63078350;3020619
63078350;3021997
63078350;3021998
63078350;3384030
63078350;3384047
63078350;3589536
63078560;3005521
63079915;3502653
63079979;3696841
63080629;3910748
63081453;2169192
63082110;4945878
63083116;2218335
63083116;2218341
63083550;4900247
63084015;3508207
63085761;5672916
63085761;5675122
63086728;3019646
63086945;3621783
63086945;3621808
63088070;2788334
63088647;3001976
63089749;2236600
63090413;5781769
63090616;3019116
63090616;3019117
63090819;5541769
63091077;3833947
63091230;3042571
63092446;3126144
63092446;3126150
63092688;3727984
63092880;3006123
63093669;3020918
63093669;3819491
63093669;4950063
63093822;3848765
63094301;3019508
63094408;3463077
63094493;3018783
63094632;3543818
63095061;5651268
63095428;3968995
63096099;3651293
63096099;4950053
63096099;4950061
63096099;5658164
63096551;3692369
63096850;3020953
63097258;3276719
63098755;3020593
63099572;2783845
63099647;5501036
63100697;3012996
63100697;3012997
63101055;4929715
63101233;3015695
63101315;3657485
63102506;5502280
63103152;3322916
63103939;3483016
63103978;3009899
63103978;3009900
63104382;3542919
63104628;3873355
63104628;3873361
63104681;3471763
63104681;3471786
63104724;3846200
63104724;3846217
63104838;3863807
63105139;3008026
63105139;3016747
63105203;3445754
63107460;4900107
63107752;3002078
63107752;3351639
63107752;5500774
63108338;3421699
63108338;3421707
63108612;2690954
63108612;2691008
63108612;2691089
63108612;2691132
63110385;3008068
63110385;3008070
63111747;3006702
63112361;3011505
63113171;3621004
63114750;3003311
63114896;2214283
63115133;3881840
63115133;3881857
63115432;3007176
63118161;3808607
63118574;3819953
63119562;4911980
63119726;3670899
63119726;3670907
63120714;3006200
63121061;3004558
63121061;3004560
63121086;3011746
63121232;3013135
63121232;3013136
63121232;3013137
63121232;3013139
63121232;3013140
63121232;3058589
63121232;3058595
63121232;3058632
63121232;3058655
63121232;3542552
63121232;3542581
63121232;3629922
63121232;3629939
63121232;3909739
63121232;3909745
63121232;3909751
63121232;3909768
63121232;3909774
63121232;3909780
63121232;3909797
63121232;3909805
63121232;5504878
63121232;5534893
63121232;5534901
63121232;5647746
63121232;5764618
63122238;2196450
63122811;3610816
63122811;3610822
63123849;3693050
63123849;3757548
63124011;4964404
63124513;5767858
63124513;5767864
63124787;3008495
63126101;3503859
63126101;3503894
63126635;3015216
63126635;3060215
63127452;3902921
63127491;3530690
63127527;3005849
63127541;3944902
63130270;3018038
63130270;3570264
63131269;3289627
63131995;3007380
63131995;3007381
63133028;3017820
63133028;3017824
63134685;3024386
63136857;3228577
63137902;3276056
63139718;3719631
63139718;3815582
63139718;3815636
63140752;3731218
63140752;3731230
63140802;3992522
63140802;3992551
63140873;3843911
63141320;3613223
63141402;3826054
63141402;3826060
63141886;4160309
63141886;4176569
63143645;4969525
63143652;3813755
63144220;3023049
63144220;3023051
63144569;3748414
63145137;3012981
63145144;5577508
63145849;3968191
63145849;3968216
63146246;2797439
63146246;2797451
63146246;2797497
63146246;3006141
63146424;3762070
63146673;3006941
63148172;3688758
63148279;4900332
63149018;5624432
63149947;3004445
63149947;3816038
63150294;2699375
63151492;3538622
63152128;4973082
63152128;4973107
63152181;3014424
63152224;4987256
63152345;3012310
63153582;3003324
63155971;3010183
63157698;3483996
63157698;3587684
63158412;3704150
63158412;3927677
63158775;3462882
63159724;3529540
63159724;3529557
63159891;3365156
63160228;3556318
63160388;3000903
63160388;3527794
63162282;3529681
63162282;3529698
63163224;4178077
63163772;2209282
63164803;3437275
63167404;3001363
63168424;3017339
63168634;2748205
63169145;3540932
63169405;2244640
63169608;3601823
63169608;3601846
63172629;5505243
63172629;5505244
63172629;5505245
63172629;5505246
63173930;5609964
63174719;3743606
63174719;3743629
63175461;3332375
63177067;3939462
63177067;3939485
63177804;3641159
63177843;3661819
63178870;3482896
63179285;3390361
63179285;3465857
63179285;5631320
63179965;3021258
63179965;3824204
63180946;3686305
63181966;5621250
63181966;5621267
63181966;5621273
63182694;5002110
63183337;3008799
63183351;3999151
63183821;3698389
63185288;5729438
63185466;3578952
63186251;2191978
63187008;3826723
63187944;3883425
63187944;3883448
63187944;3883460
63189920;3021476
63191266;5633891
63191355;3670480
63191355;3712379
63191615;3008927
63191743;2761045
63191743;3698538
63191743;3916900
63192279;3012936
63193915;3018579
63194547;3024396
63196256;3111303
63196690;3895411
63196808;2755984
63196808;2755990
63197002;3020767
63197002;3020768
63197358;3736003
63197689;3008443
63197760;3866272
63197924;3015654
63198855;4991559
63199590;3020356
63201461;3004080
63201461;3004081
63201536;2742125
63201536;2769609
63201575;3002253
63201575;3002254
63202353;2162511
63202499;2682794
63204984;3459532
63206323;3305533
63206355;3471527
63206355;3471533
63206729;3017348
63207425;5501192
63208057;3921172
63209020;3820169
63209974;3181568
63210923;3015110
63210987;5591282
63211473;3012818
63211473;3586704
63212397;2246343
63212461;3776416
63212842;3770572
63213392;3592231
63213595;3956503
63213595;3956532
63213595;3956561
63213613;3843443
63213613;4155739
63215258;3790965
63216075;3391308
63216342;3959536
63216709;3545450
63218293;3410543
63218382;2195953
63220091;3024894
63220999;3746527
63220999;3986243
63222377;3391248
63223995;3535575
63224079;2663012
63224079;2663029
63225003;3506869
63225081;3246049
63225989;3947680
63226258;3020033
63226984;3493687
63226984;5749027
63227488;5619394
63227972;3954444
63229877;4900171
63229902;3017496
63230395;3820212
63230395;3820229
63230705;3686400
63231675;3468181
63231675;3468198
63232204;3500370
63232460;5508138
63233181;3238943
63233181;3276205
63233249;3656698
63233249;3695422
63233306;4924675
63234340;3118794
63235054;3511675
63235257;3020528
63235360;3758401
63235360;3758430
63236206;3018634
63237361;3764608
63237361;3764637
63239348;3017775
63240667;3991735
63240667;3991770
63241242;3731508
63241242;3781239
63241491;3050429
63243713;3674673
63243923;4195093
63243923;4195118
63244391;2756802
63244391;2756819
63244391;2756825
63244391;2781800
63244391;2781817
63244391;2784684
63244391;3018159
63244391;3018160
63244391;3018162
63244391;3018164
63244391;3018165
63244391;3018166
63245753;3569309
63247302;3015620
63247302;3015621
63247409;2782745
63247996;3000606
63248991;3018535
63251140;3010765
63251820;3164110
63252648;3397297
63252648;3397311
63255320;3985195
63256109;3021555
63256529;2219151
63256529;2219168
63257093;3000889
63258786;3754751
63259799;3012964
63262126;3362577
63262126;3422598
63262521;5564701
63263986;3415894
63264159;2225163
63264159;5824361
63264287;5620983
63264636;3529103
63264650;3898266
63264650;3908272
63266758;5702646
63268887;2684741
63269291;3794549
63269327;5613983
63270308;3306857
63270308;3705445
63270518;4946398
63271239;3370453
63271335;4982135
63271335;4982141
63272113;3003682
63272202;3301096
63272202;3353012
63272202;5560844
63273126;3024294
63274491;3774587
63274491;3774624
63274566;2688710
63274566;2688733
63274623;3322135
63274872;3240986
63275675;2175873
63276510;3556672
63276706;3008041
63276706;3008043
63276866;3862601
63276866;3862647
63278098;3790942
63278319;3009802
63278319;3009804
63278664;5827046
63280081;3562721
63280448;5505882
63280786;2209543
63280786;2209572
63281105;2791448
63281774;3708768
63281774;3708780
63281870;3814619
63281870;5505541
63283095;5811074
63283572;3459549
63283736;3748331
63284005;3570867
63286561;3001012
63286593;3767340
63286611;3328267
63288007;3556181
63288046;3315626
63288174;3023653
63288174;5705633
63290816;2769408
63293417;3014364
63294049;2759485
63294049;2759491
63294768;3023926
63295400;3292925
63295699;3008210
63297052;3000365
63297419;3012977
63297419;3012978
63299690;3017442
63301248;3001760
63302229;3015624
63302229;3015625
63302898;3009379
63303231;4917988
63303256;3022691
63303256;3022694
63303758;4987351
63303822;3017841
63303822;3017845
63305905;3766553
63306786;3746651
63307653;3007487
63307653;3010511
63307856;3562939
63308221;4902604
63308730;3007904
63308748;3471131
63309558;3006110
63309558;3595956
63309743;3804578
63312554;3015104
63312554;3015105
63312942;3015381
63313994;3017728
63314092;5506268
63314886;3813442
63316225;4168860
63316225;4168877
63316766;3826835
63317213;2780019
63318030;3389783
63318475;5853138
63318475;5853150
63318475;5853173
63318475;5853196
63319709;3008658
63319709;3008659
63320540;5614474
63320939;3495663
63321667;3013991
63321667;3013992
63322018;5653675
63322961;3014880
63324300;4900097
63324300;4900098
63324453;5501417
63324453;5501419
63324453;5501421
63324624;3009971
63326881;3009136
63327481;3432131
63327759;3776468
63329030;3943268
63329735;3631480
63329735;3631497
63329735;3631534
63329735;3939545
63330335;3025051
63331572;3324370
63332717;3293534
63333712;3692665
63333858;3823222
63335649;2794754
63335706;4198708
63337059;3526300
63337059;3526317
63337059;3526323
63337059;3526346
63337059;3777522
63337059;3777551
63337059;3777574
63337059;3777597
63337988;2678597
63338129;3010270
63338257;3746289
63339238;5773184
63339544;3293095
63339576;3870954
63341207;5500416
63341221;3554064
63342202;3358647
63343820;3939634
63343820;3939663
63344192;3102296
63344872;4972131
63344872;4972148
63344872;4972154
63346396;3001403
63346396;3001406
63350430;3019326
63352659;3850041
63352730;5867637
63353031;3000594
63353031;3000596
63353608;3626119
63353608;3626125
63354432;3815889
63354432;3815903
63355160;3522176
63355438;3063107
63355438;3277877
63355694;5621988
63356668;2773930
63356814;5657874
63357040;2783851
63357492;2236209
63357706;3420990
63358402;2201398
63358726;3272259
63358772;2766580
63360848;3015541
63360848;4190380
63360848;4190397
63361640;3454546
63362240;5746916
63363997;3357300
63364330;3008361
63365158;3009366
63365222;3020454
63365222;3020455
63366057;4938973
63366057;4939091
63367401;3013973
63367821;3357211
63367821;3722998
63367821;5501648
63367821;5578548
63368115;2781303
63368115;2781332
63368332;3232018
63368332;5547335
63369053;3202655
63369480;5507610
63369594;4172092
63369594;4172117
63371015;3150208
63371175;5505580
63371588;3886872
63371588;3886903
63372551;3011899
63372843;2678870
63373386;3648351
63373386;3648368
63373386;3648374
63373571;3023997
63373571;3024000
63374431;3023820
63374431;3023822
63374666;3651755
63374716;3022811
63374805;2660545
63374805;2660580
63377452;2742160
63377452;2742177
63377491;3643112
63378141;2802838
63378141;2802844
63378458;3017234
63378458;3017235
63378561;3369852
63378604;2212255
63378604;3542871
63378604;3563583
63380434;5772954
63380548;2235925
63381461;3004109
63381461;3004462
63382862;3327782
63383409;3263409
63383793;3857362
63383793;3896149
63386309;2765267
63386309;2765273
63386914;3791002
63387090;3878507
63387090;3878536
63387090;3878565
63387539;2198822
63387539;2238148
63389216;3002385
63389223;3005845
63389433;5732251
63389629;2663288
63390065;3014558
63390065;3519702
63390065;3778438
63390528;3692352
63390752;3007415
63390930;2219760
63390930;2219777
63392333;3379247
63392333;3379276
63392721;3358423
63393104;3581138
63393104;3620884
63394334;3006008
63394334;3006009
63394747;3110143
63395596;3587572
63395607;2682676
63395607;2682682
63396602;3329232
63396602;5569360
63396602;5591454
63396673;3999122
63397330;3474514
63398083;2209661
63398083;3760740
63398286;3974300
63398304;3015244
63398425;3602722
63398507;3344958
63398507;3600373
63398507;3722432
63398635;5770056
63399491;4936359
63399979;3007687
63400513;3296389
63400513;5748938
63401330;3017789
63404013;4185953
63404789;3006171
63405147;3943009
63405147;3943021
63406060;4196170
63406060;4196201
63407301;3304700
63407479;3129510
63407479;3129527
63408595;3266112
63408702;3009965
63409284;3625373
63409284;3625396
63409505;3015793
63409505;3015795
63411794;3073910
63412501;3021433
63413610;3019550
63413610;3021254
63413635;3659490
63415465;2201010
63415757;3533464
63416738;3020431
63416752;3958554
63416752;3958577
63416987;2737012
63417060;3699532
63419307;3479612
63420708;4991430
63420868;3430155
63420868;3430161
63420875;3222362
63421272;3903576
63422748;2228078
63423024;3782322
63423024;3782345
63424425;3650187
63424425;3650193
63424425;3852318
63424838;3312154
63424973;3007503
63425566;3487385
63426077;3553685
63426508;3209551
63426700;4175848
63426700;4175860
63427414;3002694
63428039;3004830
63429066;3020456
63429066;3336195
63429333;3907284
63429333;3907309
63429842;3540398
63429842;3540406
63430079;4900232
63430289;4900580
63431170;3783250
63431640;3007697
63431665;3914947
63431715;2232128
63432557;3675336
63432557;3730845
63432799;3009681
63434686;3006731
63434704;2779163
63435592;3759524
63435884;3000227
63435884;5500093
63436228;3409089
63436445;3334196
63436445;3823512
63436769;3910292
63436769;3910323
63437077;3445518
63438318;3113437
63439174;4900481
63439174;4900482
63439683;3519671
63439683;4950103
63439854;3017016
63440372;3024213
63443190;3655724
63443201;4190894
63444050;3917213
63444171;5606919
63445939;3015267
63446165;3017601
63447025;4995557
63447071;3430327
63447580;5782266
63449026;2185216
63449026;2185251
63449204;3543586
63450263;2174336
63450263;2174388
63450352;2168778
63450352;2168784
63450352;2168790
63450968;3001220
63450968;3862995
63451237;3867308
63451714;3910518
63454500;3023335
63455004;3921491
63455260;3820525
63455641;3844218
63456907;4925048
63457471;4900133
63457489;3011651
63457489;3011652
63458160;3016247
63458349;3331358
63458349;3724371
63459312;2666996
63460581;2230276
63460631;3768718
63461174;5507807
63462194;3894699
63462842;3862191
63462842;3863204
63463104;3009475
63463588;3030533
63463588;5533735
63464843;3004018
63466680;3811650
63466680;3811673
63467355;3000966
63467985;5576294
63468069;4925568
63468941;3009100
63469032;3009992
63469032;3010001
63469210;2764629
63469484;3681325
63469484;5665419
63469776;3020088
63470312;3252073
63470636;4994380
63470636;4994411
63471720;4900752
63471784;3870983
63472345;3024458
63472345;3024460
63473155;3021260
63473842;3003224
63474691;3018684
63475277;3719068
63475277;3719097
63475544;5507033
63476258;4998024
63476315;3683117
63476404;4900434
63476564;3578685
63476564;3578691
63477164;3742297
63477424;3231094
63478704;3120495
63478704;3120503
63478704;3230189
63478704;3611129
63478704;3611135
63478704;3611141
63478704;3616210
63478704;3909685
63478704;3909691
63478704;3909716
63478704;3909722
63478704;3948260
63478704;3948277
63478704;5534930
63478704;5596351
63478704;5596368
63478704;5596374
63478704;5646267
63478704;5753342
63478704;5753359
63478704;5753365
63478939;3913801
63479140;3545131
63479642;3595258
63479642;4950448
63479902;3638105
63480915;3689427
63481077;3744445
63482688;3019506
63482688;3019507
63482859;3779113
63483217;5790923
63484283;4194538
63485232;2802815
63485289;3190283
63485289;3203376
63485296;5575188
63485353;3622498
63486220;3390591
63486220;5768409
63488196;2214432
63488285;3014032
63489259;3322218
63489405;3934358
63489405;3934370
63490375;2797646
63490553;3013283
63490927;2248744
63490927;2248767
63491598;3015129
63496168;3342698
63496175;4166588
63497035;3022959
63498219;3618321
63498219;3618338
63498500;5574295
63498500;5596575
63499933;4943069
63500702;3735386
63500702;3735417
63501124;3716791
63501124;5672098
63501366;5505222
63502571;3942234
63502571;3942240
63502945;3765602
63504750;3014482
63505304;3778384
63506242;3683287
63506242;3731075
63507789;3881194
63508866;3864327
63508866;3864385
63509669;3242910
63510618;3021489
63511759;2663058
63513354;3257550
63513482;5500271
63514285;3103539
63514730;3874260
63515348;3469447
63516304;3887156
63516425;3664686
63516425;3724359
63517071;3548572
63517694;3605896
63518458;5661918
63518554;3001263
63519688;3839861
63520562;3496763
63520701;3011750
63520847;3012968
63521034;5542125
63521098;2231620
63521098;2231637
63521785;2187959
63521785;3690040
63521785;5669682
63522848;4177149
63523416;3001213
63523416;3862908
63523836;3442827
63524315;3644057
63524315;3690850
63524315;5656917
63524692;2775018
63524692;2775024
63525488;3914551
63525488;3914574
63526280;3609670
63526743;4912896
63527336;3023460
63529910;3578337
63529999;3021317
63530827;3695474
63531263;3022789
63531498;3175616
63531587;3686618
63531676;3110976
63531676;3469068
63532803;3017890
63536221;3014277
63536221;3075257
63536431;3021343
63536698;3006507
63537451;4924681
63538165;3002402
63538286;4972898
63539616;3022655
63539769;4160752
63540910;3698260
63540910;3698283
63540910;3698308
63540910;3698314
63540910;3698320
63540910;3698337
63541065;5506601
63541827;2693119
63541827;2748079
63542128;3020955
63542128;3020957
63542797;3561785
63544054;3640645
63545028;3634900
63546596;3005367
63547997;3016792
63548095;3980482
63548095;3980499
63548323;2770877
63548469;5771340
63548985;3021513
63548985;3059229
63549069;3001060
63549069;3001061
63549158;3616167
63551390;2782320
63551390;2782337
63551390;2782343
63552179;3754685
63552695;3464125
63555182;5501369
63556149;3011736
63557849;3287864
63558075;2788363
63558417;3757531
63558577;5500170
63558577;5500172
63558577;5500175
63559394;3731247
63559394;3731276
63560165;3906592
63560628;3656824
63561242;2209632
63562134;3013294
63563115;3767972
63563115;3767995
63563115;3768055
63564053;3479463
63564053;3802220
63564053;3802237
63564053;4950230
63564053;4950299
63564053;4950684
63564053;4951264
63564797;3681845
63564797;3681851
63564808;3556146
63564808;3586070
63565244;3533702
63565244;3533725
63566111;3005595
63566442;3791568
63566442;3791574
63566855;3007514
63566855;3430126
63568557;3017648
63568984;4927573
63569965;3194631
63571101;3794319
63571101;3794325
63572025;3458610
63572534;3021376
63572616;3310801
63575509;3013900
63576333;3484027
63576333;3716644
63576333;4950566
63576333;4950750
63577894;3014295
63578074;5840495
63578537;2194735
63578583;3017183
63581266;3008456
63584166;5784609
63584814;3093315
63585962;5644699
63585962;5645078
63586270;3740453
63586270;3785639
63586338;2214337
63586968;2699257
63587319;3647713
63587956;3001200
63588061;3210293
63588136;3830848
63589409;3012211
63590105;3828202
63590105;3828219
63590105;3828231
63590703;3659722
63591253;3807252
63591367;3005030
63591367;3005034
63591495;2738052
63591495;2738075
63591602;3692518
63591602;3702234
63591602;4950046
63591602;4950052
63591602;4950141
63591602;4950187
63592177;3017276
63592711;2748607
63593820;3348904
63593884;3484263
63593884;3484286
63593884;3484292
63594630;3023336
63595052;3007781
63595091;3004147
63597509;5785419
63597509;5785460
63597651;2749788
63597651;4950094
63598408;3003834
63598461;3215327
63598970;3016856
63599339;3338254
63599556;3900253
63599951;3076699
63600670;3019971
63600670;3019972
63601338;3599629
63601822;3090713
63601861;3983799
63601861;3983836
63602251;3018909
63602269;5599272
63602269;5599326
63602479;2677623
63603054;3530709
63603104;3967949
63603104;3967955
63603741;2789322
63603741;2789339
63604206;3476708
63604430;3016334
63605055;3606016
63605525;3389487
63605824;3765401
63606506;2794033
63606680;3019074
63608400;3007119
63609769;2750567
63610522;3649793
63610757;3015660
63610814;2172194
63610885;5644653
63610885;5644676
63610885;5644682
63611923;2757687
63613333;5500655
63614314;4191161
63614428;4900522
63615206;5545862
63615206;5546695
63615576;3515756
63615576;3515762
63617367;3625404
63617367;3625410
63617876;5571842
63617876;5585293
63617876;5585301
63619119;3030898
63620349;3004132
63620349;3016853
63620349;3016854
63620349;3016897
63620349;3016899
63620413;3017427
63621013;3020323
63621013;3020325
63621440;5507952
63622510;3704552
63624696;3733298
63625015;3379359
63625015;3379371
63625015;3379394
63625015;3399132
63625015;3546923
63625015;3546946
63625015;3551114
63625079;3836992
63625168;3614346
63625385;5505799
63626633;3016274
63627532;5594866
63628253;3274040
63629490;3781015
63630172;2695727
63630172;2695756
63630635;3006007
63631623;3887423
63631908;3020220
63633204;2744851
63633802;3757494
63634128;3330407
63636264;3228502
63637409;3002352
63637409;3002354
63637409;3002355
63637409;3002356
63637409;3002357
63637409;3009351
63637409;3016592
63637409;3595815
63637409;3595821
63637409;3595844
63637409;3595850
63637409;3598587
63638906;3004112
63638906;3004465
63640017;2771859
63640017;2771865
63640017;2791106
63641749;3865864
63643038;3927068
63643198;4193987
63643725;3973803
63643725;3973855
63644599;2228428
63644599;2758445
63644599;2758451
63644599;3008008
63644599;3008009
63644827;3400415
63644827;5594719
63644987;3477961
63646098;3673834
63646098;3673840
63646109;2219808
63646237;5505273
63646874;3817115
63647104;2208584
63647467;3683376
63647467;3731081
63648081;5507929
63650748;5665394
63652083;3678234
63652560;3201673
63652560;3209143
63652717;3986390
63653114;3016710
63653160;3747099
63657486;3744066
63657486;3744072
63657486;3744095
63657828;4948150
63658264;2756096
63658798;3494327
63658798;3494333
63658798;3494356
63658798;3494362
63658798;3494379
63658798;3494385
63658798;3494416
63658798;3841326
63658798;3994432
63658798;5613078
63658798;5722057
63659793;3613157
63659793;3613163
63660735;3008190
63661449;3021096
63661449;3021098
63661520;3018057
63661520;3018059
63662533;4900459
63662533;4900460
63662558;3704061
63662558;3927648
