codeCIS;denomination;libelleFormePharmaceutique
66305508;PYROLUSITE BOIRON, degré de dilution compris entre 3CH et 30CH ou entre 6DH et 60DH; comprimé et solution(s) et granules et poudre et pommade
68429472;QARZIBA 4,5 mg/ml, solution à diluer pour perfusion;solution à diluer pour perfusion
66036285;QIADE 150 microgrammes/30 microgrammes, comprimé pelliculé;comprimé pelliculé
67629484;QINLOCK 50 mg, comprimé;comprimé
67361246;QLAIRA, comprimé pelliculé;comprimé(s) pelliculé
68052014;QUADRAMET 1,3 GBq/ml , solution injectable;solution injectable
60382608;QUADRASA 2 g, poudre pour solution rectale;poudre pour solution
64588580;QUASYM L.P. 10 mg, gélule à libération modifiée;gélule à libération modifiée
68496649;QUASYM L.P. 20 mg, gélule à libération modifiée;gélule à libération modifiée
63814140;QUASYM L.P. 30 mg, gélule à libération modifiée;gélule à libération modifiée
60104893;QUERCUS, décocté WELEDA, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; crème et solution et granules et poudre et pommade
65691327;QUESTRAN 4 g, poudre orale en sachet;poudre
62650834;QUETIAPINE ACCORD HEALTHCARE LP 300 mg, comprimé à libération prolongée;comprimé à libération prolongée
60078765;QUETIAPINE ACCORD HEALTHCARE LP 400 mg, comprimé à libération prolongée;comprimé à libération prolongée
64925631;QUETIAPINE ACCORD LP 50 mg, comprimé à libération prolongée;comprimé à libération prolongée
63373571;QUETIAPINE ARROW LAB LP 300 mg, comprimé à libération prolongée;comprimé à libération prolongée
68436082;QUETIAPINE ARROW LAB LP 400 mg, comprimé à libération prolongée;comprimé à libération prolongée
65692742;QUETIAPINE ARROW LAB LP 50 mg, comprimé à libération prolongée;comprimé à libération prolongée
66086110;QUETIAPINE ARROW LP 300 mg, comprimé à libération prolongée;comprimé à libération prolongée
64633851;QUETIAPINE ARROW LP 400 mg, comprimé à libération prolongée;comprimé à libération prolongée
61334872;QUETIAPINE ARROW LP 50 mg, comprimé à libération prolongée;comprimé à libération prolongée
63121061;QUETIAPINE BIOGARAN LP 300 mg, comprimé à libération prolongée;comprimé à libération prolongée
65820455;QUETIAPINE BIOGARAN LP 400 mg, comprimé à libération prolongée;comprimé à libération prolongée
64420401;QUETIAPINE BIOGARAN LP 50 mg, comprimé à libération prolongée;comprimé à libération prolongée
60649235;QUETIAPINE CRISTERS LP 300 mg, comprimé à libération prolongée;comprimé à libération prolongée
62925159;QUETIAPINE CRISTERS LP 400 mg, comprimé à libération prolongée;comprimé à libération prolongée
66219105;QUETIAPINE CRISTERS LP 50 mg, comprimé à libération prolongée;comprimé à libération prolongée
60624171;QUETIAPINE EG LP 300 mg, comprimé à libération prolongée;comprimé à libération prolongée
65761302;QUETIAPINE EG LP 400 mg, comprimé à libération prolongée;comprimé à libération prolongée
60490893;QUETIAPINE EG LP 50 mg, comprimé à libération prolongée;comprimé à libération prolongée
61729702;QUETIAPINE EVOLUGEN LP 300 mg, comprimé à libération prolongée;comprimé à libération prolongée
62346703;QUETIAPINE EVOLUGEN LP 400 mg, comprimé à libération prolongée;comprimé à libération prolongée
61017701;QUETIAPINE EVOLUGEN LP 50 mg, comprimé à libération prolongée;comprimé à libération prolongée
60985570;QUETIAPINE KRKA LP 300 mg, comprimé à libération prolongée;comprimé à libération prolongée
69612658;QUETIAPINE KRKA LP 400 mg, comprimé à libération prolongée;comprimé à libération prolongée
67701122;QUETIAPINE KRKA LP 50 mg, comprimé à libération prolongée;comprimé à libération prolongée
66437367;QUETIAPINE SANDOZ LP 300 mg, comprimé à libération prolongée;comprimé à libération prolongée
68967396;QUETIAPINE SANDOZ LP 400 mg, comprimé à libération prolongée;comprimé à libération prolongée
67567958;QUETIAPINE SANDOZ LP 50 mg, comprimé à libération prolongée;comprimé à libération prolongée
67567399;QUETIAPINE SUN LP 300 mg, comprimé à libération prolongée;comprimé à libération prolongée
62137575;QUETIAPINE SUN LP 400 mg, comprimé à libération prolongée;comprimé à libération prolongée
62333104;QUETIAPINE SUN LP 50 mg, comprimé à libération prolongée;comprimé à libération prolongée
60798791;QUETIAPINE TEVA LP 300 mg, comprimé à libération prolongée;comprimé à libération prolongée
65983662;QUETIAPINE TEVA LP 400 mg, comprimé à libération prolongée;comprimé à libération prolongée
68843886;QUETIAPINE TEVA LP 50 mg, comprimé à libération prolongée;comprimé à libération prolongée
68198108;QUETIAPINE VIATRIS LP 300 mg, comprimé à libération prolongée;comprimé à libération prolongée
67357301;QUETIAPINE VIATRIS LP 400 mg, comprimé à libération prolongée;comprimé à libération prolongée
69054687;QUETIAPINE VIATRIS LP 50 mg, comprimé à libération prolongée;comprimé à libération prolongée
62895812;QUETIAPINE ZENTIVA LP 300 mg, comprimé à libération prolongée;comprimé à libération prolongée
68541172;QUETIAPINE ZENTIVA LP 400 mg, comprimé à libération prolongée;comprimé à libération prolongée
68774283;QUETIAPINE ZENTIVA LP 50 mg, comprimé à libération prolongée;comprimé à libération prolongée
69995142;QUIETILINE, comprimé quadrisécable;comprimé quadrisécable
60905955;QUIETUDE, sirop;sirop
65509148;QUINAPRIL ARROW 20 mg, comprimé pelliculé sécable;comprimé pelliculé sécable
63803457;QUINAPRIL ARROW 5 mg, comprimé pelliculé sécable;comprimé pelliculé sécable
61168571;QUINAPRIL BIOGARAN 20 mg, comprimé pelliculé sécable;comprimé pelliculé sécable
60641690;QUINAPRIL EG 20 mg, comprimé pelliculé sécable;comprimé pelliculé sécable
60455586;QUINAPRIL HYDROCHLOROTHIAZIDE EG 20 mg/12,5 mg, comprimé pelliculé sécable;comprimé pelliculé sécable
67421017;QUINAPRIL MYLAN 20 mg, comprimé pelliculé sécable;comprimé pelliculé sécable
60568559;QUINAPRIL TEVA 20 mg, comprimé pelliculé;comprimé pelliculé
62780450;QUINAPRIL TEVA 5 mg, comprimé pelliculé sécable;comprimé pelliculé sécable
69447459;QUINAPRIL ZENTIVA 20 mg, comprimé pelliculé sécable;comprimé pelliculé sécable
62808227;QUINAPRIL/HYDROCHLOROTHIAZIDE ARROW 20 mg/12,5 mg, comprimé pelliculé sécable;comprimé pelliculé sécable
69777040;QUINAPRIL/HYDROCHLOROTHIAZIDE ARROW LAB 20 mg/12,5 mg, comprimé pelliculé;comprimé pelliculé
61209018;QUINAPRIL/HYDROCHLOROTHIAZIDE MYLAN 20 mg/12,5 mg, comprimé pelliculé sécable;comprimé pelliculé sécable
67872828;QUINAPRIL/HYDROCHLOROTHIAZIDE TEVA SANTE 20 mg/12,5 mg, comprimé pelliculé sécable;comprimé pelliculé sécable
68463193;QUINAPRIL/HYDROCHLOROTHIAZIDE ZENTIVA 20 mg/12,5 mg, comprimé pelliculé sécable;comprimé pelliculé sécable
64289681;QUINIMAX 125 mg, comprimé pelliculé sécable;comprimé pelliculé sécable
65840002;QUINIMAX 125 mg/1 ml, solution injectable;solution injectable
64168498;QUINIMAX 250 mg/2 ml, solution injectable;solution injectable
69713550;QUINIMAX 500 mg, comprimé sécable pelliculé;comprimé sécable pelliculé
66182379;QUINIMAX 500 mg/4 ml, solution injectable;solution injectable
61345705;QUININE RENAUDIN 245 mg/ml, solution injectable pour perfusion IV;solution injectable pour perfusion
61118807;QUINOFREE 1,5 mg/0,5 ml, collyre en récipient unidose;collyre
63046819;QUITAXON 10 mg, comprimé pelliculé sécable;comprimé pelliculé sécable
63940790;QUITAXON 50 mg, comprimé pelliculé sécable;comprimé pelliculé sécable
69148567;QUOFENIX 300 mg, poudre pour solution à diluer pour perfusion;poudre pour solution à diluer pour perfusion
62560479;QUOFENIX 450 mg, comprimé;comprimé
68081208;QUOTANE 0,5 POUR CENT, crème;crème
66525842;QUTENZA 179 mg, patch cutané;dispositif et  gel
62672656;QVAR AUTOHALER 100 microgrammes/dose, solution pour inhalation en flacon pressurisé;solution pour inhalation
67089369;QVAR AUTOHALER 100 microgrammes/dose, solution pour inhalation en flacon pressurisé;solution pour inhalation
61209203;QVARSPRAY 100 microgrammes/dose, solution pour inhalation en flacon pressurisé;solution pour inhalation
64397778;RABEPRAZOLE ALMUS 10 mg, comprimé gastro-résistant;comprimé gastro-résistant(e)
60443801;RABEPRAZOLE ALMUS 20 mg, comprimé gastro-résistant;comprimé gastro-résistant(e)
65336041;RABEPRAZOLE ALTER 10 mg, comprimé gastro-résistant;comprimé gastro-résistant(e)
